damsire_id,damsire_name,total_runners,class,runners,1st,2nd,3rd,4th,a/e,win_%,1_pl
dsi_3810576,Redback,1794,Class 3,93,8,16,13,13,0.61,0.09,-35.17
dsi_3810576,Redback,1794,Class 2,83,5,16,7,6,0.45,0.06,-60.75
dsi_3810576,Redback,1794,Class 1,25,3,6,4,2,0.69,0.12,-9.55
dsi_3810576,Redback,1794,Class 7,5,0,2,3,0,0.0,0.0,-5.0
dsi_2112061,Nureyev,10777,,2922,359,290,255,258,0.88,0.12,-732.82
dsi_2112061,Nureyev,10777,Class 4,2360,314,296,268,225,0.92,0.13,-550.05
dsi_2112061,Nureyev,10777,Class 5,1931,206,218,198,199,0.83,0.11,-588.26
dsi_2112061,Nureyev,10777,Class 6,1596,180,167,161,151,0.92,0.11,-293.67
dsi_2112061,Nureyev,10777,Class 3,859,108,100,94,87,0.87,0.13,-264.55
dsi_2112061,Nureyev,10777,Class 1,560,58,71,69,72,0.67,0.1,-211.03
dsi_2112061,Nureyev,10777,Class 2,451,47,49,36,39,0.86,0.1,-144.66
dsi_2112061,Nureyev,10777,Class 7,98,10,10,5,7,0.83,0.1,-17.75
dsi_531426,Zafonic,9151,,2818,264,280,236,247,0.8,0.09,-805.16
dsi_531426,Zafonic,9151,Class 5,2035,247,216,201,221,0.92,0.12,-481.36
dsi_531426,Zafonic,9151,Class 4,1546,170,154,181,169,0.84,0.11,-404.14
dsi_531426,Zafonic,9151,Class 6,1405,152,160,130,140,0.85,0.11,-418.99
dsi_531426,Zafonic,9151,Class 3,487,67,57,48,51,0.96,0.14,-4.06
dsi_531426,Zafonic,9151,Class 2,454,39,42,44,37,0.78,0.09,-80.6
dsi_531426,Zafonic,9151,Class 1,338,37,41,35,43,0.82,0.11,-86.84
dsi_531426,Zafonic,9151,Class 7,68,5,3,4,8,0.82,0.07,-25.5
dsi_3565226,Redoute's Choice,4306,,2382,238,258,213,213,0.82,0.1,-691.92
dsi_3565226,Redoute's Choice,4306,Class 4,838,81,70,70,91,0.86,0.1,-261.01
dsi_3565226,Redoute's Choice,4306,Class 5,384,41,36,41,38,0.84,0.11,-110.66
dsi_3565226,Redoute's Choice,4306,Class 3,380,38,24,35,31,0.9,0.1,-155.45
dsi_3565226,Redoute's Choice,4306,Class 6,148,16,19,17,14,0.83,0.11,-47.75
dsi_3565226,Redoute's Choice,4306,Class 2,121,12,13,12,16,0.67,0.1,-43.78
dsi_3565226,Redoute's Choice,4306,Class 1,53,5,4,6,3,0.75,0.09,-28.75
dsi_4079782,Diamond Green,625,,286,21,14,22,30,0.85,0.07,-58.59
dsi_4079782,Diamond Green,625,Class 6,106,13,9,10,8,0.92,0.12,-44.62
dsi_4079782,Diamond Green,625,Class 5,90,9,11,4,14,0.84,0.1,-0.75
dsi_4079782,Diamond Green,625,Class 4,73,11,3,6,9,1.14,0.15,-20.45
dsi_4079782,Diamond Green,625,Class 3,30,4,3,5,5,1.07,0.13,1.6
dsi_4079782,Diamond Green,625,Class 2,26,4,2,3,6,1.09,0.15,16.75
dsi_4079782,Diamond Green,625,Class 1,14,2,2,0,3,1.1,0.14,-1.0
dsi_4619986,Haatef,411,Class 5,116,13,16,13,10,0.96,0.11,-30.12
dsi_4619986,Haatef,411,,98,6,10,15,12,0.61,0.06,-61.9
dsi_4619986,Haatef,411,Class 4,61,10,3,5,2,1.45,0.16,-12.81
dsi_4619986,Haatef,411,Class 6,60,4,2,7,6,0.72,0.07,-30.75
dsi_4619986,Haatef,411,Class 2,44,5,2,6,5,1.06,0.11,0.12
dsi_4619986,Haatef,411,Class 3,23,3,4,3,2,0.75,0.13,14.95
dsi_4619986,Haatef,411,Class 1,9,2,0,1,0,3.11,0.22,18.0
dsi_69251,Jamesmead,317,Class 4,83,6,10,9,8,0.6,0.07,-58.56
dsi_69251,Jamesmead,317,,81,2,3,6,3,0.37,0.02,-67.5
dsi_69251,Jamesmead,317,Class 5,74,6,11,3,8,0.94,0.08,-21.62
dsi_69251,Jamesmead,317,Class 3,44,2,6,7,8,0.34,0.05,-29.0
dsi_69251,Jamesmead,317,Class 6,16,1,0,3,0,0.52,0.06,-12.25
dsi_69251,Jamesmead,317,Class 2,12,2,2,0,3,1.29,0.17,9.0
dsi_69251,Jamesmead,317,Class 1,7,0,2,2,0,0.0,0.0,-7.0
dsi_4061456,Three Valleys,704,,229,19,19,17,15,1.05,0.08,-19.9
dsi_4061456,Three Valleys,704,Class 5,195,18,26,22,27,0.77,0.09,-108.46
dsi_4061456,Three Valleys,704,Class 6,117,9,17,13,6,0.61,0.08,-36.59
dsi_4061456,Three Valleys,704,Class 4,68,8,4,8,6,1.04,0.12,-1.5
dsi_4061456,Three Valleys,704,Class 3,43,5,7,6,3,0.87,0.12,-18.0
dsi_4061456,Three Valleys,704,Class 2,39,3,7,3,1,0.92,0.08,-6.0
dsi_4061456,Three Valleys,704,Class 1,9,0,0,2,0,0.0,0.0,-9.0
dsi_4061456,Three Valleys,704,Class 7,4,0,0,0,0,0.0,0.0,-4.0
dsi_613501,Key Of Luck,4042,,1601,131,132,117,131,0.81,0.08,-555.45
dsi_613501,Key Of Luck,4042,Class 5,772,69,81,80,82,0.81,0.09,-176.13
dsi_613501,Key Of Luck,4042,Class 6,673,55,71,60,64,0.71,0.08,-173.03
dsi_613501,Key Of Luck,4042,Class 4,470,46,57,53,47,0.82,0.1,-243.63
dsi_613501,Key Of Luck,4042,Class 3,228,23,27,24,25,0.81,0.1,-106.72
dsi_613501,Key Of Luck,4042,Class 2,165,12,26,19,20,0.64,0.07,-74.67
dsi_613501,Key Of Luck,4042,Class 1,122,30,15,14,8,1.21,0.25,48.21
dsi_613501,Key Of Luck,4042,Class 7,11,3,0,2,0,2.8,0.27,38.0
dsi_357196,Shambo,341,Class 4,134,16,14,10,20,0.88,0.12,-60.27
dsi_357196,Shambo,341,Class 5,71,7,4,8,11,0.82,0.1,-40.54
dsi_357196,Shambo,341,Class 3,57,9,8,6,4,1.15,0.16,-11.0
dsi_357196,Shambo,341,Class 6,47,8,2,4,3,1.08,0.17,-9.87
dsi_357196,Shambo,341,,14,1,3,0,1,0.41,0.07,-11.12
dsi_357196,Shambo,341,Class 2,11,0,2,2,3,0.0,0.0,-11.0
dsi_357196,Shambo,341,Class 1,7,0,2,1,0,0.0,0.0,-7.0
dsi_2126229,Woodman,15660,,5359,512,507,473,463,0.81,0.1,-1660.84
dsi_2126229,Woodman,15660,Class 5,3072,329,336,317,321,0.86,0.11,-621.28
dsi_2126229,Woodman,15660,Class 4,2863,287,356,349,304,0.76,0.1,-741.88
dsi_2126229,Woodman,15660,Class 6,2071,207,193,197,205,0.85,0.1,-527.34
dsi_2126229,Woodman,15660,Class 3,1045,107,114,123,124,0.86,0.1,-195.76
dsi_2126229,Woodman,15660,Class 2,629,45,45,48,56,0.73,0.07,-284.94
dsi_2126229,Woodman,15660,Class 1,479,61,53,45,51,0.98,0.13,-41.63
dsi_2126229,Woodman,15660,Class 7,142,13,17,14,15,0.79,0.09,-49.33
dsi_388129,Roi De Rome,546,,322,42,37,31,29,0.99,0.13,-80.25
dsi_388129,Roi De Rome,546,Class 4,96,13,11,11,10,0.95,0.14,-44.86
dsi_388129,Roi De Rome,546,Class 5,41,7,4,1,4,1.09,0.17,-14.42
dsi_388129,Roi De Rome,546,Class 3,36,6,5,4,5,0.78,0.17,-17.56
dsi_388129,Roi De Rome,546,Class 2,21,2,4,5,0,0.53,0.1,-12.34
dsi_388129,Roi De Rome,546,Class 1,21,0,6,4,0,0.0,0.0,-21.0
dsi_388129,Roi De Rome,546,Class 6,9,2,0,0,0,1.52,0.22,-3.92
dsi_565901,Sea Hero,336,,153,16,13,12,15,0.85,0.1,-35.65
dsi_565901,Sea Hero,336,Class 6,78,5,6,11,7,0.59,0.06,-55.93
dsi_565901,Sea Hero,336,Class 5,69,8,9,8,5,1.13,0.12,-15.0
dsi_565901,Sea Hero,336,Class 3,12,0,2,0,1,0.0,0.0,-12.0
dsi_565901,Sea Hero,336,Class 4,11,1,1,0,0,1.07,0.09,-3.0
dsi_565901,Sea Hero,336,Class 2,10,1,0,1,0,0.81,0.1,-6.25
dsi_565901,Sea Hero,336,Class 1,3,1,0,0,0,1.99,0.33,0.75
dsi_2131997,Un Desperado,3567,,1674,138,134,124,135,0.77,0.08,-809.32
dsi_2131997,Un Desperado,3567,Class 4,749,90,97,89,75,0.85,0.12,-225.14
dsi_2131997,Un Desperado,3567,Class 5,432,52,43,50,38,0.95,0.12,8.91
dsi_2131997,Un Desperado,3567,Class 3,306,44,39,45,26,0.91,0.14,-59.48
dsi_2131997,Un Desperado,3567,Class 2,139,16,18,9,14,0.8,0.12,-10.94
dsi_2131997,Un Desperado,3567,Class 1,133,13,12,10,14,0.93,0.1,-49.12
dsi_2131997,Un Desperado,3567,Class 6,132,21,13,7,20,1.23,0.16,24.45
dsi_2131997,Un Desperado,3567,Class 7,2,0,0,0,0,0.0,0.0,-2.0
dsi_4085123,American Post,1711,,1244,111,135,120,103,0.79,0.09,-490.65
dsi_4085123,American Post,1711,Class 5,143,20,8,14,17,1.22,0.14,60.41
dsi_4085123,American Post,1711,Class 4,99,14,13,13,13,1.19,0.14,-28.74
dsi_4085123,American Post,1711,Class 6,98,9,12,8,6,0.69,0.09,-31.34
dsi_4085123,American Post,1711,Class 2,54,4,3,10,7,0.69,0.07,-23.25
dsi_4085123,American Post,1711,Class 3,45,5,3,6,5,0.84,0.11,-6.5
dsi_4085123,American Post,1711,Class 1,28,1,1,5,5,0.43,0.04,6.0
dsi_4509400,Stormy River,551,,443,25,50,37,39,0.53,0.06,-279.7
dsi_4509400,Stormy River,551,Class 5,33,1,3,5,4,0.37,0.03,-23.0
dsi_4509400,Stormy River,551,Class 6,24,2,5,5,2,0.56,0.08,-16.5
dsi_4509400,Stormy River,551,Class 2,18,4,2,4,0,1.71,0.22,20.6
dsi_4509400,Stormy River,551,Class 4,15,3,2,2,2,1.39,0.2,-7.59
dsi_4509400,Stormy River,551,Class 3,13,3,2,1,1,1.1,0.23,-6.22
dsi_4509400,Stormy River,551,Class 1,5,0,0,0,0,0.0,0.0,-5.0
dsi_590296,Distant View,4050,,1068,119,89,89,112,0.93,0.11,-180.08
dsi_590296,Distant View,4050,Class 5,965,108,105,99,99,0.92,0.11,-190.56
dsi_590296,Distant View,4050,Class 4,673,60,56,70,68,0.82,0.09,-199.96
dsi_590296,Distant View,4050,Class 6,668,79,64,65,75,0.96,0.12,-70.29
dsi_590296,Distant View,4050,Class 3,280,27,27,30,21,0.87,0.1,-58.54
dsi_590296,Distant View,4050,Class 2,205,17,13,19,19,0.86,0.08,-110.83
dsi_590296,Distant View,4050,Class 1,181,30,21,18,21,1.07,0.17,87.42
dsi_590296,Distant View,4050,Class 7,10,2,1,1,1,1.72,0.2,22.0
dsi_3591266,Fath,561,,204,19,19,18,18,0.83,0.09,-38.03
dsi_3591266,Fath,561,Class 6,108,14,11,10,13,1.36,0.13,50.58
dsi_3591266,Fath,561,Class 4,80,12,8,8,7,1.17,0.15,15.13
dsi_3591266,Fath,561,Class 5,77,10,9,9,3,1.36,0.13,8.63
dsi_3591266,Fath,561,Class 3,44,4,6,4,6,0.77,0.09,-19.0
dsi_3591266,Fath,561,Class 2,37,5,2,1,4,1.61,0.14,10.5
dsi_3591266,Fath,561,Class 1,8,0,0,2,0,0.0,0.0,-8.0
dsi_3591266,Fath,561,Class 7,3,1,0,0,0,1.16,0.33,6.0
dsi_4627504,Spirit One,143,,130,15,20,12,10,0.88,0.12,-2.57
dsi_4627504,Spirit One,143,Class 4,5,0,1,0,0,0.0,0.0,-5.0
dsi_4627504,Spirit One,143,Class 5,3,0,0,0,0,0.0,0.0,-3.0
dsi_4627504,Spirit One,143,Class 3,3,0,0,0,0,0.0,0.0,-3.0
dsi_4627504,Spirit One,143,Class 2,2,0,0,0,1,0.0,0.0,-2.0
dsi_3499902,Orpen,4555,,2567,262,235,232,235,0.85,0.1,-696.41
dsi_3499902,Orpen,4555,Class 5,551,46,52,49,62,0.77,0.08,-147.57
dsi_3499902,Orpen,4555,Class 6,527,42,54,51,71,0.71,0.08,-209.03
dsi_3499902,Orpen,4555,Class 4,368,47,54,45,37,1.01,0.13,39.89
dsi_3499902,Orpen,4555,Class 3,248,34,22,26,26,1.04,0.14,36.43
dsi_3499902,Orpen,4555,Class 2,185,22,14,26,14,0.98,0.12,33.02
dsi_3499902,Orpen,4555,Class 1,103,8,12,11,14,0.64,0.08,-4.67
dsi_3499902,Orpen,4555,Class 7,6,0,0,2,0,0.0,0.0,-6.0
dsi_5455471,Helmet,400,,119,8,11,11,4,0.71,0.07,-47.6
dsi_5455471,Helmet,400,Class 4,107,12,14,16,8,0.84,0.11,173.5
dsi_5455471,Helmet,400,Class 5,89,10,10,12,8,0.91,0.11,-40.71
dsi_5455471,Helmet,400,Class 6,42,1,2,2,9,0.27,0.02,-34.0
dsi_5455471,Helmet,400,Class 3,22,4,3,2,1,1.64,0.18,12.0
dsi_5455471,Helmet,400,Class 2,13,1,1,2,3,0.65,0.08,-4.5
dsi_5455471,Helmet,400,Class 1,8,1,0,1,1,1.67,0.12,-1.0
dsi_4782463,Sageburg,640,,504,52,59,53,29,0.81,0.1,-138.72
dsi_4782463,Sageburg,640,Class 4,41,3,3,7,4,0.62,0.07,-18.2
dsi_4782463,Sageburg,640,Class 6,33,4,2,7,2,0.84,0.12,-9.0
dsi_4782463,Sageburg,640,Class 5,31,2,4,3,4,0.42,0.06,-19.5
dsi_4782463,Sageburg,640,Class 3,14,3,0,1,0,1.69,0.21,1.62
dsi_4782463,Sageburg,640,Class 2,12,0,1,1,0,0.0,0.0,-12.0
dsi_4782463,Sageburg,640,Class 1,5,0,0,0,0,0.0,0.0,-5.0
dsi_4786334,Daaher,131,,72,16,8,5,4,1.53,0.22,20.48
dsi_4786334,Daaher,131,Class 4,19,2,2,0,2,0.83,0.11,-5.9
dsi_4786334,Daaher,131,Class 5,18,6,0,2,3,3.14,0.33,110.5
dsi_4786334,Daaher,131,Class 6,16,2,1,2,1,1.08,0.12,-6.0
dsi_4786334,Daaher,131,Class 3,4,0,0,0,0,0.0,0.0,-4.0
dsi_4786334,Daaher,131,Class 2,2,0,0,1,1,0.0,0.0,-2.0
dsi_600880,Mister Baileys,1495,,441,39,44,46,36,0.83,0.09,-159.65
dsi_600880,Mister Baileys,1495,Class 5,408,33,38,47,41,0.67,0.08,-222.07
dsi_600880,Mister Baileys,1495,Class 6,268,27,33,23,28,0.84,0.1,26.57
dsi_600880,Mister Baileys,1495,Class 4,223,19,29,27,20,0.71,0.09,-59.9
dsi_600880,Mister Baileys,1495,Class 3,62,6,12,7,7,0.85,0.1,-9.5
dsi_600880,Mister Baileys,1495,Class 2,52,3,5,3,3,0.5,0.06,-31.5
dsi_600880,Mister Baileys,1495,Class 1,38,4,3,3,3,0.74,0.11,-22.2
dsi_600880,Mister Baileys,1495,Class 7,3,1,0,0,0,3.92,0.33,31.0
dsi_5377211,Al Kazeem,95,Class 5,27,3,1,1,4,0.99,0.11,-19.12
dsi_5377211,Al Kazeem,95,,22,1,1,1,0,0.71,0.05,7.0
dsi_5377211,Al Kazeem,95,Class 6,16,2,4,4,2,0.72,0.12,-4.75
dsi_5377211,Al Kazeem,95,Class 4,12,2,3,0,0,1.48,0.17,-5.57
dsi_5377211,Al Kazeem,95,Class 3,9,0,3,3,1,0.0,0.0,-9.0
dsi_5377211,Al Kazeem,95,Class 2,9,2,0,1,1,2.12,0.22,22.0
dsi_3957527,Norse Dancer,265,Class 5,76,12,6,7,13,1.11,0.16,-3.59
dsi_3957527,Norse Dancer,265,Class 4,54,8,7,7,9,0.77,0.15,-13.59
dsi_3957527,Norse Dancer,265,Class 6,44,9,1,2,5,1.57,0.2,10.0
dsi_3957527,Norse Dancer,265,Class 3,27,1,7,4,2,0.2,0.04,-22.5
dsi_3957527,Norse Dancer,265,,24,2,5,3,3,0.45,0.08,-18.58
dsi_3957527,Norse Dancer,265,Class 2,24,6,3,3,1,1.42,0.25,3.58
dsi_3957527,Norse Dancer,265,Class 1,16,1,1,4,3,0.48,0.06,-10.5
dsi_3974761,Sky Mesa,513,,430,50,58,58,43,0.79,0.12,-128.72
dsi_3974761,Sky Mesa,513,Class 5,26,4,3,3,5,1.15,0.15,-10.17
dsi_3974761,Sky Mesa,513,Class 4,24,2,3,2,3,1.03,0.08,-11.5
dsi_3974761,Sky Mesa,513,Class 6,22,1,0,2,3,0.43,0.05,-17.0
dsi_3974761,Sky Mesa,513,Class 3,5,1,1,0,2,2.07,0.2,2.5
dsi_3974761,Sky Mesa,513,Class 1,4,2,1,0,0,1.4,0.5,1.5
dsi_3974761,Sky Mesa,513,Class 2,2,0,0,1,0,0.0,0.0,-2.0
dsi_5927481,Sea The Moon,104,,57,5,4,5,5,1.02,0.09,-40.28
dsi_5927481,Sea The Moon,104,Class 5,12,1,0,1,2,0.79,0.08,-10.71
dsi_5927481,Sea The Moon,104,Class 2,10,1,1,1,2,0.74,0.1,-6.0
dsi_5927481,Sea The Moon,104,Class 4,8,2,2,1,1,1.9,0.25,24.0
dsi_5927481,Sea The Moon,104,Class 1,7,1,1,1,0,1.47,0.14,6.0
dsi_5927481,Sea The Moon,104,Class 3,6,1,0,1,2,1.06,0.17,0.5
dsi_5927481,Sea The Moon,104,Class 6,4,0,1,0,2,0.0,0.0,-4.0
dsi_3591616,Observatory,3338,,863,86,85,70,74,0.87,0.1,-178.75
dsi_3591616,Observatory,3338,Class 6,800,73,85,73,73,0.8,0.09,-151.89
dsi_3591616,Observatory,3338,Class 5,782,76,90,76,89,0.8,0.1,-251.07
dsi_3591616,Observatory,3338,Class 4,459,55,39,42,38,1.03,0.12,25.53
dsi_3591616,Observatory,3338,Class 3,188,18,27,26,24,0.66,0.1,-65.24
dsi_3591616,Observatory,3338,Class 2,150,8,14,8,12,0.6,0.05,-90.5
dsi_3591616,Observatory,3338,Class 1,79,11,10,11,8,0.76,0.14,-33.91
dsi_3591616,Observatory,3338,Class 7,17,0,3,3,1,0.0,0.0,-17.0
dsi_3136224,Danetime,3436,,831,79,87,70,71,0.84,0.1,-141.2
dsi_3136224,Danetime,3436,Class 5,826,89,82,75,92,0.9,0.11,-237.43
dsi_3136224,Danetime,3436,Class 6,800,83,78,87,102,0.9,0.1,-66.76
dsi_3136224,Danetime,3436,Class 4,483,47,46,47,60,0.86,0.1,-52.38
dsi_3136224,Danetime,3436,Class 2,175,21,17,14,14,1.25,0.12,27.0
dsi_3136224,Danetime,3436,Class 3,170,18,19,18,18,0.86,0.11,-53.78
dsi_3136224,Danetime,3436,Class 1,136,16,12,20,15,0.83,0.12,-57.39
dsi_3136224,Danetime,3436,Class 7,15,1,3,4,1,0.74,0.07,-7.5
dsi_5180469,Lookin At Lucky,198,,82,6,11,9,10,0.44,0.07,-64.68
dsi_5180469,Lookin At Lucky,198,Class 4,40,2,11,5,4,0.36,0.05,-4.0
dsi_5180469,Lookin At Lucky,198,Class 3,35,5,1,5,3,1.29,0.14,1.7
dsi_5180469,Lookin At Lucky,198,Class 5,29,8,2,4,4,1.53,0.28,10.92
dsi_5180469,Lookin At Lucky,198,Class 2,8,1,0,1,2,1.0,0.12,-5.5
dsi_5180469,Lookin At Lucky,198,Class 6,2,0,2,0,0,0.0,0.0,-2.0
dsi_5180469,Lookin At Lucky,198,Class 1,2,1,0,0,0,1.97,0.5,0.62
dsi_589141,Bartok I,148,Class 5,58,7,6,6,5,1.17,0.12,23.25
dsi_589141,Bartok I,148,,32,7,2,1,3,1.83,0.22,4.85
dsi_589141,Bartok I,148,Class 6,31,7,2,7,3,1.41,0.23,6.75
dsi_589141,Bartok I,148,Class 4,25,1,2,1,2,0.28,0.04,-20.5
dsi_589141,Bartok I,148,Class 3,2,0,1,0,0,0.0,0.0,-2.0
dsi_4992813,Naaqoos,405,,305,23,30,28,19,0.75,0.08,-14.55
dsi_4992813,Naaqoos,405,Class 5,36,5,9,6,3,0.76,0.14,-21.65
dsi_4992813,Naaqoos,405,Class 6,19,1,3,1,5,0.44,0.05,-16.0
dsi_4992813,Naaqoos,405,Class 4,19,3,4,1,2,1.01,0.16,-6.13
dsi_4992813,Naaqoos,405,Class 3,15,4,0,2,2,1.66,0.27,0.0
dsi_4992813,Naaqoos,405,Class 2,10,1,0,0,3,0.94,0.1,-6.5
dsi_4992813,Naaqoos,405,Class 1,1,0,0,0,1,0.0,0.0,-1.0
dsi_4552268,Strategic Prince,433,,180,13,16,12,8,0.81,0.07,-91.96
dsi_4552268,Strategic Prince,433,Class 5,101,12,7,14,9,1.06,0.12,-35.75
dsi_4552268,Strategic Prince,433,Class 6,84,12,7,8,5,1.23,0.14,-34.31
dsi_4552268,Strategic Prince,433,Class 4,54,3,4,7,7,0.49,0.06,-24.38
dsi_4552268,Strategic Prince,433,Class 3,8,2,1,1,0,2.16,0.25,1.25
dsi_4552268,Strategic Prince,433,Class 2,5,1,0,0,1,1.27,0.2,-3.43
dsi_4552268,Strategic Prince,433,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dsi_4606091,Major Cadeaux,344,Class 5,126,9,13,17,18,0.62,0.07,199.75
dsi_4606091,Major Cadeaux,344,Class 6,119,8,7,14,10,0.6,0.07,-61.12
dsi_4606091,Major Cadeaux,344,Class 4,57,4,13,6,7,0.51,0.07,-1.0
dsi_4606091,Major Cadeaux,344,Class 3,20,2,2,0,2,0.92,0.1,-2.5
dsi_4606091,Major Cadeaux,344,,15,1,1,0,0,0.95,0.07,-9.0
dsi_4606091,Major Cadeaux,344,Class 2,7,0,1,1,2,0.0,0.0,-7.0
dsi_3989475,Joe Bear,6,Class 5,6,0,3,1,1,0.0,0.0,-6.0
dsi_4759531,Captain Gerrard,453,Class 5,173,14,18,18,24,0.74,0.08,-59.98
dsi_4759531,Captain Gerrard,453,Class 6,115,7,11,11,15,0.55,0.06,-46.5
dsi_4759531,Captain Gerrard,453,,95,9,8,5,5,1.12,0.09,-14.17
dsi_4759531,Captain Gerrard,453,Class 4,46,3,4,4,3,0.61,0.07,-2.38
dsi_4759531,Captain Gerrard,453,Class 3,15,2,3,2,3,0.71,0.13,9.75
dsi_4759531,Captain Gerrard,453,Class 2,9,0,0,0,1,0.0,0.0,-9.0
dsi_3730776,Hussonet,1845,,944,112,106,82,94,0.87,0.12,-21.45
dsi_3730776,Hussonet,1845,Class 4,249,32,35,22,23,0.88,0.13,-66.28
dsi_3730776,Hussonet,1845,Class 3,228,25,25,28,15,0.84,0.11,-67.4
dsi_3730776,Hussonet,1845,Class 5,182,18,19,18,22,0.86,0.1,-81.6
dsi_3730776,Hussonet,1845,Class 2,120,13,10,12,11,0.96,0.11,-62.3
dsi_3730776,Hussonet,1845,Class 6,75,4,4,7,10,0.51,0.05,-65.12
dsi_3730776,Hussonet,1845,Class 1,42,0,7,5,6,0.0,0.0,-42.0
dsi_3730776,Hussonet,1845,Class 7,5,1,0,1,0,1.6,0.2,-2.5
dsi_5636862,Alhebayeb,57,Class 6,20,3,3,0,1,1.48,0.15,1.0
dsi_5636862,Alhebayeb,57,Class 5,19,1,0,1,2,0.88,0.05,-11.0
dsi_5636862,Alhebayeb,57,Class 4,8,1,0,1,1,1.18,0.12,-1.0
dsi_5636862,Alhebayeb,57,,4,2,1,1,0,1.57,0.5,1.8
dsi_5636862,Alhebayeb,57,Class 2,3,1,0,0,0,4.0,0.33,3.5
dsi_5636862,Alhebayeb,57,Class 3,2,0,1,0,0,0.0,0.0,-2.0
dsi_5636862,Alhebayeb,57,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dsi_301448,Nashwan,10600,,2897,275,276,261,210,0.81,0.09,-959.51
dsi_301448,Nashwan,10600,Class 5,2406,266,240,272,255,0.86,0.11,-704.15
dsi_301448,Nashwan,10600,Class 4,2111,237,220,198,223,0.88,0.11,-459.19
dsi_301448,Nashwan,10600,Class 6,1536,176,173,160,132,0.89,0.11,-388.93
dsi_301448,Nashwan,10600,Class 3,714,66,103,83,72,0.7,0.09,-269.31
dsi_301448,Nashwan,10600,Class 2,513,39,47,47,48,0.7,0.08,-238.65
dsi_301448,Nashwan,10600,Class 1,363,33,37,48,49,0.76,0.09,-128.32
dsi_301448,Nashwan,10600,Class 7,60,4,3,1,8,0.59,0.07,-43.56
dsi_746151,Maria's Mon,1639,,884,131,88,94,97,1.06,0.15,-121.48
dsi_746151,Maria's Mon,1639,Class 5,218,32,28,30,29,0.93,0.15,-35.78
dsi_746151,Maria's Mon,1639,Class 4,158,18,16,22,16,0.77,0.11,-53.5
dsi_746151,Maria's Mon,1639,Class 2,114,6,13,11,12,0.56,0.05,-52.75
dsi_746151,Maria's Mon,1639,Class 6,107,10,15,9,14,0.85,0.09,-15.75
dsi_746151,Maria's Mon,1639,Class 3,97,15,6,12,14,1.19,0.15,1.58
dsi_746151,Maria's Mon,1639,Class 1,61,11,6,8,10,1.08,0.18,40.3
dsi_5306966,Approve,326,Class 5,114,9,9,12,12,0.78,0.08,-30.92
dsi_5306966,Approve,326,,89,7,8,13,8,0.68,0.08,-55.78
dsi_5306966,Approve,326,Class 6,73,14,11,9,4,1.25,0.19,30.33
dsi_5306966,Approve,326,Class 4,40,5,5,1,1,1.3,0.12,-5.22
dsi_5306966,Approve,326,Class 2,5,1,0,1,0,4.57,0.2,29.0
dsi_5306966,Approve,326,Class 3,5,0,0,1,0,0.0,0.0,-5.0
dsi_600243,Averti,2364,Class 5,691,65,77,77,81,0.81,0.09,-179.94
dsi_600243,Averti,2364,Class 6,627,54,80,53,64,0.77,0.09,-180.52
dsi_600243,Averti,2364,Class 4,413,41,50,50,35,0.74,0.1,-85.95
dsi_600243,Averti,2364,,262,21,28,22,27,0.66,0.08,-123.85
dsi_600243,Averti,2364,Class 3,161,15,14,13,18,0.7,0.09,-79.72
dsi_600243,Averti,2364,Class 2,113,11,13,12,12,0.86,0.1,-21.5
dsi_600243,Averti,2364,Class 1,82,9,9,10,9,0.93,0.11,-5.5
dsi_600243,Averti,2364,Class 7,15,1,1,1,0,0.85,0.07,-9.5
dsi_4749731,Dansant,67,Class 5,25,2,1,3,2,0.78,0.08,-14.5
dsi_4749731,Dansant,67,Class 4,23,1,1,3,1,0.69,0.04,-17.0
dsi_4749731,Dansant,67,Class 6,11,1,1,5,2,0.58,0.09,-9.17
dsi_4749731,Dansant,67,Class 3,4,0,0,0,1,0.0,0.0,-4.0
dsi_4749731,Dansant,67,,3,0,1,1,0,0.0,0.0,-3.0
dsi_4749731,Dansant,67,Class 2,1,1,0,0,0,12.0,1.0,11.0
dsi_753039,Unbridled's Song,3691,,2723,370,332,295,275,0.89,0.14,-450.74
dsi_753039,Unbridled's Song,3691,Class 5,251,35,33,26,34,0.98,0.14,-13.8
dsi_753039,Unbridled's Song,3691,Class 4,228,31,24,20,16,1.02,0.14,-41.36
dsi_753039,Unbridled's Song,3691,Class 6,138,14,16,4,7,0.91,0.1,-66.47
dsi_753039,Unbridled's Song,3691,Class 1,132,15,13,14,20,0.76,0.11,-75.6
dsi_753039,Unbridled's Song,3691,Class 3,118,16,13,10,8,0.9,0.14,-38.93
dsi_753039,Unbridled's Song,3691,Class 2,101,16,5,3,5,1.17,0.16,-6.52
dsi_2998898,Passing Glance,62,Class 5,30,3,1,1,1,1.83,0.1,-15.0
dsi_2998898,Passing Glance,62,,14,3,0,0,1,1.11,0.21,-9.74
dsi_2998898,Passing Glance,62,Class 6,7,2,0,3,0,1.96,0.29,1.5
dsi_2998898,Passing Glance,62,Class 4,6,0,1,0,0,0.0,0.0,-6.0
dsi_2998898,Passing Glance,62,Class 2,4,1,1,1,1,1.83,0.25,11.0
dsi_2998898,Passing Glance,62,Class 1,1,0,0,0,0,0.0,0.0,-1.0
