sire_id,sire_name,total_runners,class,runners,1st,2nd,3rd,4th,a/e,win_%,1_pl
sir_3920336,Choisir (AUS),7218,Class 7,35,6,3,2,2,1.33,0.17,-2.0
sir_4908645,Finjaan (GB),426,Class 5,133,9,19,11,17,0.8,0.07,-63.89
sir_4908645,Finjaan (GB),426,Class 6,126,8,7,12,6,0.79,0.06,-81.05
sir_4908645,Finjaan (GB),426,,73,8,0,7,4,1.31,0.11,-3.0
sir_4908645,Finjaan (GB),426,Class 4,72,2,7,9,11,0.29,0.03,-33.5
sir_4908645,Finjaan (GB),426,Class 3,15,0,1,4,3,0.0,0.0,-15.0
sir_4908645,Finjaan (GB),426,Class 2,4,0,1,0,1,0.0,0.0,-4.0
sir_4908645,Finjaan (GB),426,Class 7,2,0,0,0,0,0.0,0.0,-2.0
sir_4908645,Finjaan (GB),426,Class 1,1,0,0,0,0,0.0,0.0,-1.0
sir_6204527,Air Force Blue (USA),394,,251,16,22,17,40,0.6,0.06,-110.3
sir_6204527,Air Force Blue (USA),394,Class 6,60,9,6,8,8,1.1,0.15,-2.75
sir_6204527,Air Force Blue (USA),394,Class 5,46,2,4,7,5,0.37,0.04,-33.8
sir_6204527,Air Force Blue (USA),394,Class 4,19,1,1,0,1,0.72,0.05,-13.0
sir_6204527,Air Force Blue (USA),394,Class 3,9,0,0,0,1,0.0,0.0,-9.0
sir_6204527,Air Force Blue (USA),394,Class 2,5,0,0,0,1,0.0,0.0,-5.0
sir_6204527,Air Force Blue (USA),394,Class 1,4,0,0,0,1,0.0,0.0,-4.0
sir_4938073,Sri Putra (GB),348,,323,26,27,28,26,0.9,0.08,4.8
sir_4938073,Sri Putra (GB),348,Class 4,15,2,4,1,1,0.8,0.13,-8.25
sir_4938073,Sri Putra (GB),348,Class 3,6,0,0,1,1,0.0,0.0,-6.0
sir_4938073,Sri Putra (GB),348,Class 5,3,0,0,1,0,0.0,0.0,-3.0
sir_4938073,Sri Putra (GB),348,Class 2,1,0,0,0,0,0.0,0.0,-1.0
sir_4075512,Tiberius Caesar (FR),144,,124,14,14,5,11,1.08,0.11,49.2
sir_4075512,Tiberius Caesar (FR),144,Class 6,16,1,0,1,0,1.1,0.06,-5.0
sir_4075512,Tiberius Caesar (FR),144,Class 5,2,0,0,0,0,0.0,0.0,-2.0
sir_4075512,Tiberius Caesar (FR),144,Class 4,1,0,0,0,0,0.0,0.0,-1.0
sir_4075512,Tiberius Caesar (FR),144,Class 1,1,0,0,0,0,0.0,0.0,-1.0
sir_6077834,Luck Of The Kitten (USA),20,,17,5,2,2,1,2.26,0.29,9.9
sir_6077834,Luck Of The Kitten (USA),20,Class 4,2,0,0,1,0,0.0,0.0,-2.0
sir_6077834,Luck Of The Kitten (USA),20,Class 5,1,0,0,0,0,0.0,0.0,-1.0
sir_3723811,Panis (USA),1805,,1695,126,137,141,134,0.83,0.07,-273.4
sir_3723811,Panis (USA),1805,Class 4,50,4,4,7,6,0.6,0.08,-27.9
sir_3723811,Panis (USA),1805,Class 5,34,3,2,7,4,0.82,0.09,4.0
sir_3723811,Panis (USA),1805,Class 1,11,3,2,0,0,2.72,0.27,37.33
sir_3723811,Panis (USA),1805,Class 6,10,0,1,0,1,0.0,0.0,-10.0
sir_3723811,Panis (USA),1805,Class 2,3,0,0,1,1,0.0,0.0,-3.0
sir_3723811,Panis (USA),1805,Class 3,2,0,0,0,0,0.0,0.0,-2.0
sir_3503136,Laveron (GB),1144,,577,48,53,55,54,0.75,0.08,-248.0
sir_3503136,Laveron (GB),1144,Class 4,210,24,21,24,25,0.77,0.11,-85.83
sir_3503136,Laveron (GB),1144,Class 5,127,17,11,8,10,1.21,0.13,36.82
sir_3503136,Laveron (GB),1144,Class 3,101,13,7,13,10,1.1,0.13,-13.27
sir_3503136,Laveron (GB),1144,Class 6,54,3,5,7,8,0.51,0.06,-15.5
sir_3503136,Laveron (GB),1144,Class 2,43,2,3,3,4,0.5,0.05,-32.5
sir_3503136,Laveron (GB),1144,Class 1,32,1,2,3,2,0.32,0.03,-27.0
sir_5671519,Tamarkuz (USA),112,,64,10,8,9,9,1.23,0.16,45.33
sir_5671519,Tamarkuz (USA),112,Class 6,21,6,6,4,2,1.59,0.29,-0.45
sir_5671519,Tamarkuz (USA),112,Class 5,18,1,2,3,3,0.5,0.06,-12.5
sir_5671519,Tamarkuz (USA),112,Class 4,6,1,0,2,0,1.65,0.17,2.5
sir_5671519,Tamarkuz (USA),112,Class 3,2,0,0,0,0,0.0,0.0,-2.0
sir_5671519,Tamarkuz (USA),112,Class 2,1,0,0,0,0,0.0,0.0,-1.0
sir_6093003,Carpe Diem (USA),236,,166,11,18,16,22,0.5,0.07,-96.0
sir_6093003,Carpe Diem (USA),236,Class 3,27,4,4,4,0,1.28,0.15,45.55
sir_6093003,Carpe Diem (USA),236,Class 4,16,2,0,3,3,0.86,0.12,5.0
sir_6093003,Carpe Diem (USA),236,Class 2,14,0,2,1,1,0.0,0.0,-14.0
sir_6093003,Carpe Diem (USA),236,Class 5,9,2,4,1,0,1.28,0.22,4.0
sir_6093003,Carpe Diem (USA),236,Class 1,4,1,0,0,1,1.57,0.25,-0.4
sir_8068914,Accelerate (USA),54,,34,3,1,3,6,0.89,0.09,-20.45
sir_8068914,Accelerate (USA),54,Class 6,17,2,2,0,2,1.13,0.12,-3.62
sir_8068914,Accelerate (USA),54,Class 5,3,0,0,0,0,0.0,0.0,-3.0
sir_3548930,Sakhee (USA),4298,Class 5,1177,126,143,130,133,0.85,0.11,-279.3
sir_3548930,Sakhee (USA),4298,Class 4,929,122,96,121,99,1.01,0.13,-132.75
sir_3548930,Sakhee (USA),4298,,852,86,90,83,85,0.89,0.1,-202.71
sir_3548930,Sakhee (USA),4298,Class 6,661,77,81,76,67,0.89,0.12,-179.36
sir_3548930,Sakhee (USA),4298,Class 3,344,33,41,46,39,0.76,0.1,-109.28
sir_3548930,Sakhee (USA),4298,Class 2,194,23,20,15,11,1.01,0.12,25.6
sir_3548930,Sakhee (USA),4298,Class 1,126,11,11,14,10,0.76,0.09,-56.56
sir_3548930,Sakhee (USA),4298,Class 7,15,2,2,1,2,1.3,0.13,-4.75
sir_5163571,Vale Of York (IRE),1904,,723,45,37,43,63,0.79,0.06,-306.62
sir_5163571,Vale Of York (IRE),1904,Class 6,422,50,32,53,42,0.97,0.12,88.0
sir_5163571,Vale Of York (IRE),1904,Class 5,414,36,45,36,46,0.82,0.09,-85.62
sir_5163571,Vale Of York (IRE),1904,Class 4,193,10,23,21,18,0.49,0.05,-142.72
sir_5163571,Vale Of York (IRE),1904,Class 3,83,4,8,9,9,0.47,0.05,-52.5
sir_5163571,Vale Of York (IRE),1904,Class 2,41,2,6,3,0,0.56,0.05,-34.43
sir_5163571,Vale Of York (IRE),1904,Class 1,18,2,1,0,4,0.93,0.11,-1.0
sir_5163571,Vale Of York (IRE),1904,Class 7,10,0,0,0,1,0.0,0.0,-10.0
sir_15854629,Complexity (USA),25,,23,2,1,0,6,0.77,0.09,-13.15
sir_15854629,Complexity (USA),25,Class 1,2,1,0,0,1,5.65,0.5,8.0
sir_591024,King's Theatre (IRE),14586,,5973,689,593,575,528,0.89,0.12,-1563.99
sir_591024,King's Theatre (IRE),14586,Class 4,2966,526,413,347,291,0.99,0.18,-377.5
sir_591024,King's Theatre (IRE),14586,Class 3,1768,288,257,215,196,0.98,0.16,-94.87
sir_591024,King's Theatre (IRE),14586,Class 5,1278,170,145,122,119,0.96,0.13,-283.83
sir_591024,King's Theatre (IRE),14586,Class 1,1006,135,124,109,90,0.97,0.13,-124.64
sir_591024,King's Theatre (IRE),14586,Class 2,830,99,94,101,89,0.89,0.12,-113.88
sir_591024,King's Theatre (IRE),14586,Class 6,708,95,73,77,98,0.89,0.13,-80.38
sir_591024,King's Theatre (IRE),14586,Class 7,57,5,11,4,10,0.76,0.09,3.0
sir_12641769,Wusool (USA),7,Class 6,4,0,0,0,0,0.0,0.0,-4.0
sir_12641769,Wusool (USA),7,Class 5,3,0,0,0,0,0.0,0.0,-3.0
sir_4954985,Silver Frost (IRE),1332,,1138,72,84,96,103,0.73,0.06,-483.17
sir_4954985,Silver Frost (IRE),1332,Class 5,66,5,7,9,4,0.84,0.08,-14.0
sir_4954985,Silver Frost (IRE),1332,Class 4,48,3,7,7,8,0.46,0.06,-32.33
sir_4954985,Silver Frost (IRE),1332,Class 6,37,5,6,3,2,0.92,0.14,-5.0
sir_4954985,Silver Frost (IRE),1332,Class 3,29,3,2,6,5,0.93,0.1,-6.75
sir_4954985,Silver Frost (IRE),1332,Class 1,8,0,0,0,0,0.0,0.0,-8.0
sir_4954985,Silver Frost (IRE),1332,Class 2,6,0,1,0,2,0.0,0.0,-6.0
sir_7323316,Classic Empire (USA),132,,121,9,10,11,23,0.56,0.07,-74.3
sir_7323316,Classic Empire (USA),132,Class 4,5,0,0,0,1,0.0,0.0,-5.0
sir_7323316,Classic Empire (USA),132,Class 5,5,0,0,1,1,0.0,0.0,-5.0
sir_7323316,Classic Empire (USA),132,Class 2,1,0,0,0,0,0.0,0.0,-1.0
sir_11274949,Bolt D'Oro (USA),153,,149,18,18,16,14,0.84,0.12,-34.51
sir_11274949,Bolt D'Oro (USA),153,Class 4,2,0,2,0,0,0.0,0.0,-2.0
sir_11274949,Bolt D'Oro (USA),153,Class 1,2,0,0,0,0,0.0,0.0,-2.0
sir_5306966,Approve (IRE),2775,,828,51,56,54,64,0.77,0.06,-434.43
sir_5306966,Approve (IRE),2775,Class 6,741,71,76,85,62,0.8,0.1,-114.86
sir_5306966,Approve (IRE),2775,Class 5,625,53,57,70,70,0.78,0.08,-126.94
sir_5306966,Approve (IRE),2775,Class 4,294,28,29,36,33,0.88,0.1,-135.11
sir_5306966,Approve (IRE),2775,Class 2,112,14,15,12,7,1.28,0.12,32.5
sir_5306966,Approve (IRE),2775,Class 3,102,10,9,9,17,0.88,0.1,2.13
sir_5306966,Approve (IRE),2775,Class 1,44,3,1,7,4,0.72,0.07,-31.25
sir_5306966,Approve (IRE),2775,Class 7,29,2,3,2,3,0.64,0.07,-16.0
sir_5901679,Eagle Top (GB),64,Class 5,28,1,1,2,1,1.34,0.04,-21.0
sir_5901679,Eagle Top (GB),64,Class 4,13,0,0,1,0,0.0,0.0,-13.0
sir_5901679,Eagle Top (GB),64,Class 6,13,0,0,0,0,0.0,0.0,-13.0
sir_5901679,Eagle Top (GB),64,,7,0,0,0,0,0.0,0.0,-7.0
sir_5901679,Eagle Top (GB),64,Class 3,2,0,0,0,0,0.0,0.0,-2.0
sir_5901679,Eagle Top (GB),64,Class 2,1,0,0,0,0,0.0,0.0,-1.0
sir_3697442,Medicean (GB),11313,Class 5,2999,317,310,302,331,0.85,0.11,-906.12
sir_3697442,Medicean (GB),11313,,2793,274,281,262,266,0.85,0.1,-742.2
sir_3697442,Medicean (GB),11313,Class 4,2112,226,218,224,234,0.86,0.11,-568.31
sir_3697442,Medicean (GB),11313,Class 6,1750,179,195,184,157,0.82,0.1,-511.55
sir_3697442,Medicean (GB),11313,Class 3,658,77,61,77,94,0.92,0.12,-48.52
sir_3697442,Medicean (GB),11313,Class 2,580,51,48,41,44,0.86,0.09,-127.96
sir_3697442,Medicean (GB),11313,Class 1,374,38,56,33,37,0.8,0.1,-136.56
sir_3697442,Medicean (GB),11313,Class 7,47,8,1,2,3,1.49,0.17,14.5
sir_4797779,Americain (USA),183,,114,6,6,9,9,0.77,0.05,2.3
sir_4797779,Americain (USA),183,Class 5,27,2,2,1,1,0.69,0.07,-16.5
sir_4797779,Americain (USA),183,Class 4,22,2,6,0,3,0.53,0.09,-16.34
sir_4797779,Americain (USA),183,Class 6,17,0,2,3,0,0.0,0.0,-17.0
sir_4797779,Americain (USA),183,Class 3,3,0,0,0,1,0.0,0.0,-3.0
sir_3848530,Della Francesca (USA),1405,,978,85,63,78,68,0.98,0.09,-1.25
sir_3848530,Della Francesca (USA),1405,Class 4,154,22,15,28,12,0.9,0.14,-16.31
sir_3848530,Della Francesca (USA),1405,Class 3,96,7,8,12,16,0.48,0.07,-69.64
sir_3848530,Della Francesca (USA),1405,Class 5,83,14,19,6,5,1.11,0.17,-20.85
sir_3848530,Della Francesca (USA),1405,Class 2,40,3,10,0,4,0.49,0.07,-14.25
sir_3848530,Della Francesca (USA),1405,Class 1,28,1,5,1,2,0.37,0.04,-25.12
sir_3848530,Della Francesca (USA),1405,Class 6,25,3,2,2,2,0.72,0.12,18.5
sir_3848530,Della Francesca (USA),1405,Class 7,1,1,0,0,0,10.0,1.0,9.0
sir_5758557,Palace Malice (USA),156,,151,17,16,11,12,0.94,0.11,13.0
sir_5758557,Palace Malice (USA),156,Class 5,5,0,2,1,1,0.0,0.0,-5.0
sir_6279315,Qurbaan (USA),6,,3,0,1,0,0,0.0,0.0,-3.0
sir_6279315,Qurbaan (USA),6,Class 3,2,0,1,0,0,0.0,0.0,-2.0
sir_6279315,Qurbaan (USA),6,Class 2,1,0,0,0,0,0.0,0.0,-1.0
sir_10170335,Fighting Irish (IRE),8,,7,0,0,1,0,0.0,0.0,-7.0
sir_10170335,Fighting Irish (IRE),8,Class 5,1,0,0,0,0,0.0,0.0,-1.0
sir_5380179,Uncle Mo (USA),1086,,973,146,113,105,113,0.9,0.15,-142.41
sir_5380179,Uncle Mo (USA),1086,Class 4,37,6,4,5,1,1.34,0.16,-11.62
sir_5380179,Uncle Mo (USA),1086,Class 5,25,2,3,0,7,0.51,0.08,-17.75
sir_5380179,Uncle Mo (USA),1086,Class 3,25,0,2,3,0,0.0,0.0,-25.0
sir_5380179,Uncle Mo (USA),1086,Class 1,12,1,2,2,1,0.44,0.08,-7.67
sir_5380179,Uncle Mo (USA),1086,Class 6,9,3,0,1,0,2.37,0.33,7.0
sir_5380179,Uncle Mo (USA),1086,Class 2,5,1,0,0,1,1.74,0.2,0.0
sir_5622428,Gimmethegreenlight (AUS),428,,355,39,29,33,30,0.99,0.11,-75.17
sir_5622428,Gimmethegreenlight (AUS),428,Class 5,33,1,0,2,6,0.49,0.03,5.0
sir_5622428,Gimmethegreenlight (AUS),428,Class 3,20,0,1,1,0,0.0,0.0,-20.0
sir_5622428,Gimmethegreenlight (AUS),428,Class 4,15,0,0,3,1,0.0,0.0,-15.0
sir_5622428,Gimmethegreenlight (AUS),428,Class 2,5,0,0,0,0,0.0,0.0,-5.0
sir_11646712,Yorkton (CAN),3,Class 5,3,0,0,0,0,0.0,0.0,-3.0
sir_5352592,Danadana (IRE),2,Class 5,2,0,0,0,0,0.0,0.0,-2.0
sir_3257660,Ungaro (GER),603,,257,28,14,22,20,1.28,0.11,106.4
sir_3257660,Ungaro (GER),603,Class 4,149,12,17,17,14,0.66,0.08,-57.33
sir_3257660,Ungaro (GER),603,Class 5,87,9,15,11,16,0.82,0.1,-2.79
sir_3257660,Ungaro (GER),603,Class 3,56,6,9,7,5,0.83,0.11,-25.38
sir_3257660,Ungaro (GER),603,Class 2,21,1,2,1,4,0.47,0.05,-18.12
sir_3257660,Ungaro (GER),603,Class 6,20,0,0,1,3,0.0,0.0,-20.0
sir_3257660,Ungaro (GER),603,Class 1,13,1,0,1,2,1.66,0.08,13.0
sir_4078998,Whipper (USA),4584,,3011,257,235,280,263,0.88,0.09,-625.0
sir_4078998,Whipper (USA),4584,Class 5,450,57,38,55,51,1.01,0.13,2.25
sir_4078998,Whipper (USA),4584,Class 6,361,47,42,41,49,0.93,0.13,-146.2
sir_4078998,Whipper (USA),4584,Class 4,354,48,42,39,48,1.04,0.14,-0.02
sir_4078998,Whipper (USA),4584,Class 2,149,14,9,13,15,1.0,0.09,-35.5
sir_4078998,Whipper (USA),4584,Class 3,147,19,16,13,12,1.1,0.13,-6.97
sir_4078998,Whipper (USA),4584,Class 1,106,4,19,8,18,0.36,0.04,-74.0
sir_4078998,Whipper (USA),4584,Class 7,6,0,0,0,1,0.0,0.0,-6.0
sir_8010352,Not This Time (USA),282,,275,47,35,31,30,1.0,0.17,16.63
sir_8010352,Not This Time (USA),282,Class 5,4,0,0,0,2,0.0,0.0,-4.0
sir_8010352,Not This Time (USA),282,Class 1,2,1,0,0,0,4.95,0.5,11.0
sir_8010352,Not This Time (USA),282,Class 2,1,1,0,0,0,2.5,1.0,1.5
sir_6327363,Flying Artie (AUS),149,,98,10,8,7,10,1.02,0.1,-38.96
sir_6327363,Flying Artie (AUS),149,Class 4,27,2,1,1,1,0.7,0.07,-9.95
sir_6327363,Flying Artie (AUS),149,Class 5,10,1,0,1,1,1.01,0.1,-3.04
sir_6327363,Flying Artie (AUS),149,Class 1,7,1,1,2,3,0.69,0.14,-1.0
sir_6327363,Flying Artie (AUS),149,Class 3,7,2,0,2,0,1.48,0.29,-0.95
sir_4044460,Forestier (FR),445,,325,22,18,25,33,0.85,0.07,-181.1
sir_4044460,Forestier (FR),445,Class 4,46,8,3,6,7,1.33,0.17,-1.59
sir_4044460,Forestier (FR),445,Class 3,21,5,5,2,2,1.07,0.24,1.68
sir_4044460,Forestier (FR),445,Class 5,20,2,3,4,1,0.54,0.1,-12.25
sir_4044460,Forestier (FR),445,Class 2,16,1,1,4,2,0.53,0.06,-10.5
sir_4044460,Forestier (FR),445,Class 1,15,2,1,2,1,1.15,0.13,-5.0
sir_4044460,Forestier (FR),445,Class 6,2,0,0,1,0,0.0,0.0,-2.0
sir_6205920,Duramente (JPN),303,,302,28,24,24,18,0.82,0.09,-16.7
sir_6205920,Duramente (JPN),303,Class 1,1,0,0,0,0,0.0,0.0,-1.0
sir_5145945,Xtension (IRE),188,,90,9,6,8,7,1.28,0.1,-26.4
sir_5145945,Xtension (IRE),188,Class 4,35,3,5,1,4,0.78,0.09,11.0
sir_5145945,Xtension (IRE),188,Class 5,34,7,4,3,1,1.72,0.21,53.75
sir_5145945,Xtension (IRE),188,Class 2,12,5,0,2,0,3.69,0.42,41.5
sir_5145945,Xtension (IRE),188,Class 6,12,1,1,3,0,0.49,0.08,-9.62
sir_5145945,Xtension (IRE),188,Class 3,5,1,0,1,1,1.37,0.2,1.5
sir_4863383,Mawatheeq (USA),724,Class 5,278,19,33,35,27,0.63,0.07,-146.02
sir_4863383,Mawatheeq (USA),724,Class 6,149,12,13,10,11,0.92,0.08,-37.67
sir_4863383,Mawatheeq (USA),724,Class 4,144,14,17,12,17,0.87,0.1,-28.76
sir_4863383,Mawatheeq (USA),724,,70,2,3,3,2,0.34,0.03,-57.0
sir_4863383,Mawatheeq (USA),724,Class 3,46,5,3,8,6,0.91,0.11,-8.0
sir_4863383,Mawatheeq (USA),724,Class 2,29,1,3,2,4,0.38,0.03,-23.5
sir_4863383,Mawatheeq (USA),724,Class 1,5,0,0,0,0,0.0,0.0,-5.0
sir_4863383,Mawatheeq (USA),724,Class 7,3,0,0,0,0,0.0,0.0,-3.0
sir_6164935,Divisidero (USA),13,,11,2,0,2,1,2.86,0.18,7.95
sir_6164935,Divisidero (USA),13,Class 5,2,0,0,0,2,0.0,0.0,-2.0
sir_6045081,De Treville (GB),210,,209,16,24,19,23,0.81,0.08,-4.1
sir_6045081,De Treville (GB),210,Class 1,1,0,0,0,0,0.0,0.0,-1.0
sir_4551799,Arabian Gleam (GB),524,Class 6,239,22,25,24,21,0.81,0.09,42.01
sir_4551799,Arabian Gleam (GB),524,Class 5,196,11,20,22,16,0.69,0.06,-40.34
sir_4551799,Arabian Gleam (GB),524,Class 4,53,5,9,4,8,1.03,0.09,8.25
sir_4551799,Arabian Gleam (GB),524,Class 3,18,2,5,3,1,0.85,0.11,-10.0
sir_4551799,Arabian Gleam (GB),524,Class 2,15,0,2,2,2,0.0,0.0,-15.0
sir_4551799,Arabian Gleam (GB),524,Class 7,2,0,0,1,1,0.0,0.0,-2.0
sir_4551799,Arabian Gleam (GB),524,Class 1,1,0,0,0,0,0.0,0.0,-1.0
sir_4928553,Lord Shanakill (USA),1673,,576,40,46,44,47,0.75,0.07,-197.85
sir_4928553,Lord Shanakill (USA),1673,Class 5,345,41,41,47,28,0.95,0.12,-32.89
sir_4928553,Lord Shanakill (USA),1673,Class 6,303,32,34,34,30,0.86,0.11,-25.42
sir_4928553,Lord Shanakill (USA),1673,Class 4,275,31,25,37,30,0.88,0.11,-60.72
sir_4928553,Lord Shanakill (USA),1673,Class 3,100,7,15,13,10,0.52,0.07,-69.67
sir_4928553,Lord Shanakill (USA),1673,Class 2,48,5,5,6,2,0.94,0.1,21.1
sir_4928553,Lord Shanakill (USA),1673,Class 1,21,3,1,2,2,1.59,0.14,7.8
sir_4928553,Lord Shanakill (USA),1673,Class 7,5,2,0,0,0,3.37,0.4,17.0
sir_764127,Intikhab (USA),6360,,1921,186,167,169,154,0.87,0.1,-182.17
sir_764127,Intikhab (USA),6360,Class 5,1455,167,154,175,127,0.93,0.11,-305.16
sir_764127,Intikhab (USA),6360,Class 4,1088,124,133,124,106,0.9,0.11,-225.0
sir_764127,Intikhab (USA),6360,Class 6,950,119,115,102,95,0.9,0.13,-164.86
sir_764127,Intikhab (USA),6360,Class 3,403,45,39,39,42,0.89,0.11,-38.4
sir_764127,Intikhab (USA),6360,Class 2,314,36,29,32,26,1.05,0.11,34.96
sir_764127,Intikhab (USA),6360,Class 1,193,21,23,17,22,0.89,0.11,-4.99
sir_764127,Intikhab (USA),6360,Class 7,36,2,2,4,3,0.45,0.06,-26.5
sir_11646761,Mr Boycie Quest (GB),5,Class 5,3,0,0,0,0,0.0,0.0,-3.0
sir_11646761,Mr Boycie Quest (GB),5,Class 6,1,0,0,0,0,0.0,0.0,-1.0
sir_11646761,Mr Boycie Quest (GB),5,Class 4,1,0,0,0,0,0.0,0.0,-1.0
sir_3548440,Subtle Power (IRE),758,,245,12,13,13,14,0.68,0.05,-130.75
sir_3548440,Subtle Power (IRE),758,Class 4,198,22,27,18,23,1.03,0.11,-9.07
sir_3548440,Subtle Power (IRE),758,Class 5,117,12,12,10,11,0.82,0.1,-35.54
sir_3548440,Subtle Power (IRE),758,Class 3,91,15,14,9,12,1.01,0.16,3.71
sir_3548440,Subtle Power (IRE),758,Class 1,37,2,3,3,4,0.67,0.05,-24.25
sir_3548440,Subtle Power (IRE),758,Class 2,36,9,3,1,3,1.63,0.25,19.8
sir_3548440,Subtle Power (IRE),758,Class 6,34,4,3,3,6,1.72,0.12,87.0
sir_6046719,Strath Burn (GB),119,,80,2,6,7,7,0.35,0.03,-67.0
sir_6046719,Strath Burn (GB),119,Class 2,12,1,0,0,0,0.91,0.08,-4.0
sir_6046719,Strath Burn (GB),119,Class 5,9,2,2,1,1,2.39,0.22,50.0
sir_6046719,Strath Burn (GB),119,Class 3,8,1,1,0,1,0.97,0.12,-1.5
sir_6046719,Strath Burn (GB),119,Class 1,4,0,0,1,1,0.0,0.0,-4.0
sir_6046719,Strath Burn (GB),119,Class 4,4,1,1,0,0,2.71,0.25,2.5
sir_6046719,Strath Burn (GB),119,Class 6,2,1,0,0,0,3.36,0.5,2.33
sir_5821935,Better Than Ready (AUS),283,,101,9,10,5,8,1.02,0.09,-5.55
sir_5821935,Better Than Ready (AUS),283,Class 5,56,4,8,3,3,0.63,0.07,-20.6
sir_5821935,Better Than Ready (AUS),283,Class 4,52,1,3,1,5,0.33,0.02,-41.9
sir_5821935,Better Than Ready (AUS),283,Class 3,50,5,5,6,5,1.0,0.1,-27.4
sir_5821935,Better Than Ready (AUS),283,Class 2,17,1,0,3,3,0.46,0.06,-12.95
sir_5821935,Better Than Ready (AUS),283,Class 6,6,0,0,0,2,0.0,0.0,-6.0
sir_5821935,Better Than Ready (AUS),283,Class 1,1,0,0,0,0,0.0,0.0,-1.0
sir_3723636,Anzillero (GER),546,,374,42,44,43,32,0.96,0.11,-6.61
sir_3723636,Anzillero (GER),546,Class 4,49,10,9,5,2,1.39,0.2,0.46
sir_3723636,Anzillero (GER),546,Class 3,46,9,7,8,6,0.99,0.2,-2.14
sir_3723636,Anzillero (GER),546,Class 1,29,1,2,5,4,0.36,0.03,-14.0
sir_3723636,Anzillero (GER),546,Class 5,21,2,0,2,4,0.68,0.1,-11.25
sir_3723636,Anzillero (GER),546,Class 2,20,0,4,0,3,0.0,0.0,-20.0
sir_3723636,Anzillero (GER),546,Class 6,7,2,1,1,1,1.23,0.29,-1.2
sir_5767636,Violence (USA),475,,410,46,46,46,54,0.76,0.11,-148.44
