sire_id,sire_name,total_runners,class,runners,1st,2nd,3rd,4th,a/e,win_%,1_pl
sir_5342575,Twirling Candy (USA),578,Class 5,38,4,5,9,3,0.76,0.11,-12.0
sir_5342575,Twirling Candy (USA),578,Class 4,17,1,0,5,1,0.51,0.06,-11.0
sir_5342575,Twirling Candy (USA),578,Class 6,13,3,2,1,1,1.48,0.23,13.0
sir_5342575,Twirling Candy (USA),578,Class 1,5,1,0,1,1,1.04,0.2,8.0
sir_5342575,Twirling Candy (USA),578,Class 3,4,1,1,1,0,1.83,0.25,-0.5
sir_5342575,Twirling Candy (USA),578,Class 2,4,0,0,2,0,0.0,0.0,-4.0
sir_6208167,Gutaifan (IRE),3361,,1075,66,70,75,95,0.72,0.06,-503.66
sir_6208167,Gutaifan (IRE),3361,Class 6,824,96,88,87,77,0.95,0.12,-79.54
sir_6208167,Gutaifan (IRE),3361,Class 5,746,86,80,82,69,0.94,0.12,-158.06
sir_6208167,Gutaifan (IRE),3361,Class 4,424,39,43,36,43,0.82,0.09,-121.96
sir_6208167,Gutaifan (IRE),3361,Class 2,133,11,21,14,9,0.76,0.08,-67.8
sir_6208167,Gutaifan (IRE),3361,Class 3,119,7,16,16,22,0.44,0.06,-87.97
sir_6208167,Gutaifan (IRE),3361,Class 1,40,3,2,4,4,0.99,0.07,-21.84
sir_633759,Poliglote (GB),4332,,3032,436,380,363,279,0.92,0.14,-348.72
sir_633759,Poliglote (GB),4332,Class 4,366,64,53,47,47,0.99,0.17,-51.58
sir_633759,Poliglote (GB),4332,Class 3,288,50,48,41,22,0.91,0.17,-91.58
sir_633759,Poliglote (GB),4332,Class 1,228,45,32,17,18,1.16,0.2,11.52
sir_633759,Poliglote (GB),4332,Class 5,162,18,17,17,17,0.74,0.11,-57.25
sir_633759,Poliglote (GB),4332,Class 2,161,31,20,20,15,1.03,0.19,30.23
sir_633759,Poliglote (GB),4332,Class 6,91,11,9,8,6,0.86,0.12,27.69
sir_633759,Poliglote (GB),4332,Class 7,4,0,0,0,1,0.0,0.0,-4.0
sir_4344697,Dragon Dancer (GB),358,,156,3,11,21,18,0.22,0.02,-130.6
sir_4344697,Dragon Dancer (GB),358,Class 4,76,7,9,12,12,0.71,0.09,-49.5
sir_4344697,Dragon Dancer (GB),358,Class 5,48,4,4,6,6,1.03,0.08,-7.5
sir_4344697,Dragon Dancer (GB),358,Class 3,31,8,5,4,3,1.29,0.26,27.37
sir_4344697,Dragon Dancer (GB),358,Class 2,25,2,1,0,3,0.7,0.08,-13.0
sir_4344697,Dragon Dancer (GB),358,Class 6,13,0,1,1,0,0.0,0.0,-13.0
sir_4344697,Dragon Dancer (GB),358,Class 1,9,0,1,2,1,0.0,0.0,-9.0
sir_3760694,Asian Heights (GB),134,Class 4,48,7,7,4,5,1.26,0.15,1.22
sir_3760694,Asian Heights (GB),134,Class 5,34,1,3,2,2,0.41,0.03,-19.0
sir_3760694,Asian Heights (GB),134,,20,0,0,0,1,0.0,0.0,-20.0
sir_3760694,Asian Heights (GB),134,Class 6,15,2,0,3,3,1.68,0.13,0.33
sir_3760694,Asian Heights (GB),134,Class 3,13,1,0,3,1,0.77,0.08,-9.0
sir_3760694,Asian Heights (GB),134,Class 1,2,0,0,0,0,0.0,0.0,-2.0
sir_3760694,Asian Heights (GB),134,Class 2,2,1,0,0,0,2.52,0.5,2.33
sir_4595990,Vendangeur (IRE),563,,326,24,30,29,28,0.73,0.07,-154.21
sir_4595990,Vendangeur (IRE),563,Class 4,97,9,14,9,11,0.71,0.09,-36.58
sir_4595990,Vendangeur (IRE),563,Class 5,74,8,9,6,5,0.92,0.11,-18.12
sir_4595990,Vendangeur (IRE),563,Class 3,30,4,6,5,3,0.89,0.13,-9.06
sir_4595990,Vendangeur (IRE),563,Class 1,19,2,3,2,1,1.09,0.11,7.0
sir_4595990,Vendangeur (IRE),563,Class 2,11,1,0,3,0,0.52,0.09,-1.0
sir_4595990,Vendangeur (IRE),563,Class 6,6,1,1,3,0,0.89,0.17,1.5
sir_5171712,Society Rock (IRE),2902,Class 5,735,87,77,95,71,0.91,0.12,-169.87
sir_5171712,Society Rock (IRE),2902,Class 6,672,62,81,70,81,0.75,0.09,-203.19
sir_5171712,Society Rock (IRE),2902,,564,41,51,44,47,0.81,0.07,-138.14
sir_5171712,Society Rock (IRE),2902,Class 4,484,49,53,57,54,0.8,0.1,-197.11
sir_5171712,Society Rock (IRE),2902,Class 3,208,31,21,21,25,1.23,0.15,-12.5
sir_5171712,Society Rock (IRE),2902,Class 2,176,17,17,16,16,0.8,0.1,34.72
sir_5171712,Society Rock (IRE),2902,Class 1,58,4,6,5,6,0.79,0.07,-28.0
sir_5171712,Society Rock (IRE),2902,Class 7,5,0,0,2,1,0.0,0.0,-5.0
sir_5534235,El Salvador (IRE),202,,90,15,7,3,5,1.39,0.17,-20.7
sir_5534235,El Salvador (IRE),202,Class 4,57,6,5,6,6,0.73,0.11,-29.76
sir_5534235,El Salvador (IRE),202,Class 5,34,9,2,2,5,1.54,0.26,-2.03
sir_5534235,El Salvador (IRE),202,Class 3,10,1,2,2,0,0.95,0.1,-5.5
sir_5534235,El Salvador (IRE),202,Class 1,6,0,1,0,2,0.0,0.0,-6.0
sir_5534235,El Salvador (IRE),202,Class 2,5,0,0,0,2,0.0,0.0,-5.0
sir_5897514,Master's Spirit (IRE),32,,18,1,1,2,3,0.47,0.06,-14.1
sir_5897514,Master's Spirit (IRE),32,Class 5,6,0,0,0,3,0.0,0.0,-6.0
sir_5897514,Master's Spirit (IRE),32,Class 4,5,0,1,0,1,0.0,0.0,-5.0
sir_5897514,Master's Spirit (IRE),32,Class 1,1,0,0,0,1,0.0,0.0,-1.0
sir_5897514,Master's Spirit (IRE),32,Class 6,1,0,0,0,0,0.0,0.0,-1.0
sir_5897514,Master's Spirit (IRE),32,Class 2,1,0,0,0,0,0.0,0.0,-1.0
sir_5931107,Free Port Lux (GB),198,,124,7,16,10,14,0.53,0.06,-78.5
sir_5931107,Free Port Lux (GB),198,Class 4,29,3,4,3,7,0.61,0.1,-20.75
sir_5931107,Free Port Lux (GB),198,Class 5,24,4,2,2,3,1.0,0.17,-13.0
sir_5931107,Free Port Lux (GB),198,Class 3,16,4,2,2,3,1.23,0.25,-6.17
sir_5931107,Free Port Lux (GB),198,Class 2,3,0,2,0,0,0.0,0.0,-3.0
sir_5931107,Free Port Lux (GB),198,Class 1,2,0,0,0,0,0.0,0.0,-2.0
sir_5771003,Vif Monsieur (GER),48,,36,1,2,2,2,0.44,0.03,-7.0
sir_5771003,Vif Monsieur (GER),48,Class 5,6,0,0,0,1,0.0,0.0,-6.0
sir_5771003,Vif Monsieur (GER),48,Class 4,6,0,0,0,0,0.0,0.0,-6.0
sir_5397294,Hunter's Light (IRE),960,,640,58,67,58,42,0.84,0.09,-151.17
sir_5397294,Hunter's Light (IRE),960,Class 6,106,13,16,10,9,1.01,0.12,-41.17
sir_5397294,Hunter's Light (IRE),960,Class 5,105,14,7,13,12,1.17,0.13,-34.53
sir_5397294,Hunter's Light (IRE),960,Class 4,74,9,14,8,5,0.89,0.12,-33.97
sir_5397294,Hunter's Light (IRE),960,Class 1,12,0,2,0,2,0.0,0.0,-12.0
sir_5397294,Hunter's Light (IRE),960,Class 3,12,2,1,3,1,0.88,0.17,-5.87
sir_5397294,Hunter's Light (IRE),960,Class 2,11,4,0,2,0,2.04,0.36,13.43
sir_5538568,Creative Cause (USA),295,,279,30,41,30,33,0.76,0.11,-65.73
sir_5538568,Creative Cause (USA),295,Class 6,6,0,0,0,0,0.0,0.0,-6.0
sir_5538568,Creative Cause (USA),295,Class 5,4,0,0,0,2,0.0,0.0,-4.0
sir_5538568,Creative Cause (USA),295,Class 4,3,0,0,0,0,0.0,0.0,-3.0
sir_5538568,Creative Cause (USA),295,Class 1,2,0,0,0,0,0.0,0.0,-2.0
sir_5538568,Creative Cause (USA),295,Class 3,1,0,0,0,0,0.0,0.0,-1.0
sir_12217870,Without Parole (GB),150,Class 6,45,4,7,5,5,0.71,0.09,-17.25
sir_12217870,Without Parole (GB),150,Class 5,45,4,3,3,5,1.52,0.09,28.25
sir_12217870,Without Parole (GB),150,,22,1,4,0,3,0.41,0.05,-19.9
sir_12217870,Without Parole (GB),150,Class 4,19,5,0,1,0,1.91,0.26,5.74
sir_12217870,Without Parole (GB),150,Class 2,11,1,2,0,1,1.46,0.09,0.0
sir_12217870,Without Parole (GB),150,Class 1,5,0,0,1,1,0.0,0.0,-5.0
sir_12217870,Without Parole (GB),150,Class 3,3,0,0,0,0,0.0,0.0,-3.0
sir_18092508,Arizona (IRE),135,,68,7,4,8,1,1.26,0.1,-28.47
sir_18092508,Arizona (IRE),135,Class 5,28,1,2,1,1,0.49,0.04,-25.0
sir_18092508,Arizona (IRE),135,Class 6,17,0,2,2,2,0.0,0.0,-17.0
sir_18092508,Arizona (IRE),135,Class 4,14,1,0,3,0,1.14,0.07,-5.5
sir_18092508,Arizona (IRE),135,Class 2,6,0,0,0,0,0.0,0.0,-6.0
sir_18092508,Arizona (IRE),135,Class 3,2,0,0,0,1,0.0,0.0,-2.0
sir_10051440,Romanised (IRE),103,,88,8,12,7,5,0.78,0.09,-44.1
sir_10051440,Romanised (IRE),103,Class 5,6,1,0,1,1,0.62,0.17,-4.93
sir_10051440,Romanised (IRE),103,Class 2,4,0,0,1,0,0.0,0.0,-4.0
sir_10051440,Romanised (IRE),103,Class 4,3,0,2,0,0,0.0,0.0,-3.0
sir_10051440,Romanised (IRE),103,Class 6,1,1,0,0,0,15.0,1.0,14.0
sir_10051440,Romanised (IRE),103,Class 3,1,0,1,0,0,0.0,0.0,-1.0
sir_4869837,Rip Van Winkle (IRE),4548,,1638,163,149,163,155,0.86,0.1,-599.77
sir_4869837,Rip Van Winkle (IRE),4548,Class 5,1071,110,101,106,111,0.82,0.1,-338.6
sir_4869837,Rip Van Winkle (IRE),4548,Class 4,789,63,69,81,78,0.71,0.08,-146.89
sir_4869837,Rip Van Winkle (IRE),4548,Class 6,610,69,67,71,66,0.89,0.11,-91.0
sir_4869837,Rip Van Winkle (IRE),4548,Class 3,227,21,29,28,19,0.79,0.09,-115.57
sir_4869837,Rip Van Winkle (IRE),4548,Class 2,146,18,17,16,13,1.0,0.12,42.3
sir_4869837,Rip Van Winkle (IRE),4548,Class 1,59,1,7,7,9,0.17,0.02,-55.0
sir_4869837,Rip Van Winkle (IRE),4548,Class 7,8,1,2,0,2,1.12,0.12,3.0
sir_3930213,Sunday Break (JPN),1231,,973,90,86,100,93,0.86,0.09,25.02
sir_3930213,Sunday Break (JPN),1231,Class 4,83,13,9,11,13,1.09,0.16,-3.9
sir_3930213,Sunday Break (JPN),1231,Class 5,67,7,9,16,11,0.65,0.1,-13.75
sir_3930213,Sunday Break (JPN),1231,Class 3,39,2,6,6,4,0.3,0.05,-34.29
sir_3930213,Sunday Break (JPN),1231,Class 6,27,3,4,2,2,0.62,0.11,-6.52
sir_3930213,Sunday Break (JPN),1231,Class 2,23,1,1,4,5,0.47,0.04,-4.0
sir_3930213,Sunday Break (JPN),1231,Class 1,17,1,0,3,1,0.76,0.06,24.0
sir_3930213,Sunday Break (JPN),1231,Class 7,2,0,0,0,0,0.0,0.0,-2.0
sir_4079796,Voix Du Nord (FR),1998,,1151,196,134,128,113,1.14,0.17,190.94
sir_4079796,Voix Du Nord (FR),1998,Class 4,214,44,29,27,25,1.06,0.21,-33.27
sir_4079796,Voix Du Nord (FR),1998,Class 1,181,31,18,18,20,1.02,0.17,-59.79
sir_4079796,Voix Du Nord (FR),1998,Class 3,167,35,18,23,21,1.14,0.21,-8.59
sir_4079796,Voix Du Nord (FR),1998,Class 2,128,13,18,14,9,0.71,0.1,-61.58
sir_4079796,Voix Du Nord (FR),1998,Class 5,124,9,14,13,18,0.47,0.07,-71.73
sir_4079796,Voix Du Nord (FR),1998,Class 6,33,8,3,4,4,1.24,0.24,24.1
sir_4009047,Gold Well (GB),5601,,2434,231,229,202,223,0.89,0.09,-636.44
sir_4009047,Gold Well (GB),5601,Class 4,1368,223,209,175,153,0.97,0.16,-116.79
sir_4009047,Gold Well (GB),5601,Class 5,623,82,59,80,51,1.02,0.13,-35.52
sir_4009047,Gold Well (GB),5601,Class 3,599,87,91,78,73,0.84,0.15,-107.73
sir_4009047,Gold Well (GB),5601,Class 2,259,34,34,24,36,0.94,0.13,-39.54
sir_4009047,Gold Well (GB),5601,Class 1,233,15,22,26,25,0.62,0.06,-117.0
sir_4009047,Gold Well (GB),5601,Class 6,85,13,18,6,8,0.79,0.15,-40.15
sir_6268388,Attendu (FR),281,,251,10,22,26,14,0.5,0.04,-170.3
sir_6268388,Attendu (FR),281,Class 5,14,0,5,1,1,0.0,0.0,-14.0
sir_6268388,Attendu (FR),281,Class 4,12,0,2,2,0,0.0,0.0,-12.0
sir_6268388,Attendu (FR),281,Class 3,2,0,0,0,0,0.0,0.0,-2.0
sir_6268388,Attendu (FR),281,Class 2,1,0,0,0,0,0.0,0.0,-1.0
sir_6268388,Attendu (FR),281,Class 6,1,0,0,0,0,0.0,0.0,-1.0
sir_3940377,Monsieur Bond (IRE),6001,Class 6,1997,176,205,209,188,0.82,0.09,-641.27
sir_3940377,Monsieur Bond (IRE),6001,Class 5,1907,168,173,200,206,0.86,0.09,-566.18
sir_3940377,Monsieur Bond (IRE),6001,Class 4,846,84,87,92,90,0.92,0.1,-248.38
sir_3940377,Monsieur Bond (IRE),6001,Class 2,402,41,43,35,36,1.04,0.1,-78.17
sir_3940377,Monsieur Bond (IRE),6001,Class 3,397,37,36,38,49,0.88,0.09,-156.41
sir_3940377,Monsieur Bond (IRE),6001,,299,17,31,28,22,0.51,0.06,-162.98
sir_3940377,Monsieur Bond (IRE),6001,Class 1,111,11,11,13,8,0.92,0.1,-14.75
sir_3940377,Monsieur Bond (IRE),6001,Class 7,42,2,4,4,5,0.45,0.05,-29.0
sir_15245916,Sottsass (FR),92,,44,5,7,5,4,0.81,0.11,-25.4
sir_15245916,Sottsass (FR),92,Class 4,23,2,3,3,4,0.86,0.09,-10.5
sir_15245916,Sottsass (FR),92,Class 5,16,2,2,5,0,1.24,0.12,8.0
sir_15245916,Sottsass (FR),92,Class 3,4,0,1,1,1,0.0,0.0,-4.0
sir_15245916,Sottsass (FR),92,Class 2,3,1,0,0,0,2.56,0.33,1.0
sir_15245916,Sottsass (FR),92,Class 1,2,0,0,0,0,0.0,0.0,-2.0
sir_4832611,Dunkerque (FR),588,,510,38,41,55,48,0.79,0.07,-171.35
sir_4832611,Dunkerque (FR),588,Class 5,25,0,2,0,4,0.0,0.0,-25.0
sir_4832611,Dunkerque (FR),588,Class 4,21,1,0,1,2,0.37,0.05,-17.5
sir_4832611,Dunkerque (FR),588,Class 2,13,2,0,0,1,1.61,0.15,-3.5
sir_4832611,Dunkerque (FR),588,Class 3,10,1,2,0,1,1.14,0.1,-6.0
sir_4832611,Dunkerque (FR),588,Class 6,8,1,1,0,1,1.3,0.12,2.0
sir_4832611,Dunkerque (FR),588,Class 1,1,0,0,0,1,0.0,0.0,-1.0
sir_5177396,Temple City (USA),435,,391,48,45,59,45,0.9,0.12,-101.75
sir_5177396,Temple City (USA),435,Class 5,20,5,0,3,2,1.54,0.25,-5.23
sir_5177396,Temple City (USA),435,Class 6,7,1,0,1,0,4.37,0.14,27.0
sir_5177396,Temple City (USA),435,Class 4,7,0,2,2,1,0.0,0.0,-7.0
sir_5177396,Temple City (USA),435,Class 1,5,1,0,0,2,1.76,0.2,-2.2
sir_5177396,Temple City (USA),435,Class 3,3,0,0,0,0,0.0,0.0,-3.0
sir_5177396,Temple City (USA),435,Class 2,2,0,0,0,0,0.0,0.0,-2.0
sir_3133732,Compton Place (GB),12074,Class 5,3845,312,388,375,434,0.76,0.08,-1429.3
sir_3133732,Compton Place (GB),12074,Class 6,3437,298,358,329,304,0.8,0.09,-902.64
sir_3133732,Compton Place (GB),12074,Class 4,2097,193,212,189,214,0.86,0.09,-598.06
sir_3133732,Compton Place (GB),12074,,794,62,67,64,63,0.79,0.08,-157.95
sir_3133732,Compton Place (GB),12074,Class 3,688,67,71,72,76,0.88,0.1,-152.39
sir_3133732,Compton Place (GB),12074,Class 2,687,41,70,42,47,0.72,0.06,-143.42
sir_3133732,Compton Place (GB),12074,Class 1,278,31,28,27,23,1.01,0.11,-56.69
sir_3133732,Compton Place (GB),12074,Class 7,248,23,28,11,19,0.95,0.09,15.38
sir_7322763,Tornibush (IRE),18,,17,1,1,1,3,0.96,0.06,-9.8
sir_7322763,Tornibush (IRE),18,Class 3,1,0,0,0,0,0.0,0.0,-1.0
sir_5422165,Slade Power (IRE),2965,,1050,76,103,96,80,0.76,0.07,-419.65
sir_5422165,Slade Power (IRE),2965,Class 6,618,72,74,49,63,0.89,0.12,-73.84
sir_5422165,Slade Power (IRE),2965,Class 5,552,57,54,50,48,0.89,0.1,-102.63
sir_5422165,Slade Power (IRE),2965,Class 4,388,31,52,41,45,0.67,0.08,-129.19
sir_5422165,Slade Power (IRE),2965,Class 3,194,25,20,27,16,1.09,0.13,30.11
sir_5422165,Slade Power (IRE),2965,Class 2,142,15,16,22,7,0.93,0.11,-34.75
sir_5422165,Slade Power (IRE),2965,Class 1,20,2,3,1,2,0.63,0.1,4.5
sir_5422165,Slade Power (IRE),2965,Class 7,1,0,0,0,0,0.0,0.0,-1.0
sir_5725916,Anodin (IRE),1992,,1757,148,161,152,148,0.83,0.08,-136.42
sir_5725916,Anodin (IRE),1992,Class 4,62,7,11,6,4,0.79,0.11,-21.77
sir_5725916,Anodin (IRE),1992,Class 5,61,3,7,10,4,0.44,0.05,-49.35
sir_5725916,Anodin (IRE),1992,Class 6,43,2,7,2,3,0.36,0.05,-29.0
sir_5725916,Anodin (IRE),1992,Class 2,29,1,5,5,3,0.25,0.03,-22.0
sir_5725916,Anodin (IRE),1992,Class 1,22,2,2,2,1,1.05,0.09,-9.0
sir_5725916,Anodin (IRE),1992,Class 3,18,2,4,1,5,0.84,0.11,-9.38
sir_12329569,City Of Light (USA),131,,99,18,11,11,6,1.04,0.18,1.13
sir_12329569,City Of Light (USA),131,Class 5,13,2,2,1,2,0.98,0.15,-7.0
sir_12329569,City Of Light (USA),131,Class 6,11,4,2,1,1,1.8,0.36,14.0
sir_12329569,City Of Light (USA),131,Class 4,6,1,0,0,0,1.94,0.17,-2.5
sir_12329569,City Of Light (USA),131,Class 3,1,1,0,0,0,7.5,1.0,6.5
sir_12329569,City Of Light (USA),131,Class 2,1,0,0,0,0,0.0,0.0,-1.0
sir_6015954,Mattmu (GB),130,Class 5,52,9,5,7,7,1.25,0.17,2.75
sir_6015954,Mattmu (GB),130,Class 4,35,1,4,4,6,0.26,0.03,-29.5
sir_6015954,Mattmu (GB),130,Class 3,15,1,1,1,4,0.63,0.07,-6.0
sir_6015954,Mattmu (GB),130,Class 2,12,1,2,2,2,0.84,0.08,-7.0
sir_6015954,Mattmu (GB),130,Class 6,12,0,0,5,1,0.0,0.0,-12.0
sir_6015954,Mattmu (GB),130,Class 1,2,0,0,0,0,0.0,0.0,-2.0
sir_6015954,Mattmu (GB),130,,2,0,1,0,0,0.0,0.0,-2.0
sir_5892096,Hot Streak (IRE),1611,Class 6,556,43,48,44,53,0.78,0.08,-131.72
sir_5892096,Hot Streak (IRE),1611,Class 5,473,39,46,49,50,0.84,0.08,-130.02
sir_5892096,Hot Streak (IRE),1611,,311,24,26,33,32,0.78,0.08,-115.99
sir_5892096,Hot Streak (IRE),1611,Class 4,192,17,22,11,25,0.79,0.09,15.87
sir_5892096,Hot Streak (IRE),1611,Class 3,38,3,4,5,4,0.56,0.08,-21.77
sir_5892096,Hot Streak (IRE),1611,Class 2,30,1,1,3,2,0.44,0.03,4.0
sir_5892096,Hot Streak (IRE),1611,Class 1,10,0,0,0,1,0.0,0.0,-10.0
sir_5892096,Hot Streak (IRE),1611,Class 7,1,0,0,0,1,0.0,0.0,-1.0
sir_4749276,Mr Medici (IRE),71,Class 5,47,3,6,7,2,0.69,0.06,-14.5
sir_4749276,Mr Medici (IRE),71,Class 4,18,0,2,0,2,0.0,0.0,-18.0
sir_4749276,Mr Medici (IRE),71,Class 6,5,1,0,0,1,2.02,0.2,12.0
sir_4749276,Mr Medici (IRE),71,Class 2,1,0,0,0,0,0.0,0.0,-1.0
sir_753900,Pivotal (GB),17639,Class 5,4226,644,524,493,419,0.96,0.15,-445.75
sir_753900,Pivotal (GB),17639,,4082,526,451,394,374,0.94,0.13,-403.71
sir_753900,Pivotal (GB),17639,Class 4,3435,461,419,392,327,0.95,0.13,-208.19
sir_753900,Pivotal (GB),17639,Class 6,1884,251,198,205,161,0.99,0.13,-42.62
sir_753900,Pivotal (GB),17639,Class 2,1457,155,130,117,130,0.96,0.11,-246.63
sir_753900,Pivotal (GB),17639,Class 3,1405,173,175,154,162,0.87,0.12,-153.12
sir_753900,Pivotal (GB),17639,Class 1,1046,137,148,132,107,0.95,0.13,-7.29
sir_753900,Pivotal (GB),17639,Class 7,104,9,13,10,9,0.69,0.09,-49.75
sir_9942352,Seahenge (USA),324,,232,19,16,18,21,0.87,0.08,-98.75
sir_9942352,Seahenge (USA),324,Class 5,31,3,4,2,1,0.76,0.1,-9.35
sir_9942352,Seahenge (USA),324,Class 4,19,4,4,1,0,1.09,0.21,0.01
sir_9942352,Seahenge (USA),324,Class 6,14,2,0,1,2,1.59,0.14,2.5
sir_9942352,Seahenge (USA),324,Class 2,14,2,2,2,3,0.75,0.14,-6.42
sir_9942352,Seahenge (USA),324,Class 1,9,0,3,0,3,0.0,0.0,-9.0
sir_9942352,Seahenge (USA),324,Class 3,5,1,0,3,0,1.38,0.2,2.5
sir_4501959,First Samurai (USA),671,,543,77,77,83,57,0.87,0.14,-150.0
sir_4501959,First Samurai (USA),671,Class 5,47,5,3,3,5,0.73,0.11,-15.14
sir_4501959,First Samurai (USA),671,Class 4,27,1,2,3,3,0.3,0.04,-25.5
sir_4501959,First Samurai (USA),671,Class 6,25,4,2,1,3,1.08,0.16,5.26
sir_4501959,First Samurai (USA),671,Class 2,15,0,3,1,1,0.0,0.0,-15.0
sir_4501959,First Samurai (USA),671,Class 3,9,3,1,1,1,2.19,0.33,15.25
sir_4501959,First Samurai (USA),671,Class 1,3,0,0,0,0,0.0,0.0,-3.0
sir_4501959,First Samurai (USA),671,Class 7,2,0,0,0,0,0.0,0.0,-2.0
sir_5968361,Markaz (IRE),901,,275,26,17,20,18,1.04,0.09,-52.09
sir_5968361,Markaz (IRE),901,Class 5,231,24,19,24,32,0.95,0.1,-49.34
sir_5968361,Markaz (IRE),901,Class 6,229,21,29,22,28,0.75,0.09,54.83
sir_5968361,Markaz (IRE),901,Class 4,96,8,14,11,12,0.64,0.08,-45.42
sir_5968361,Markaz (IRE),901,Class 2,34,1,2,2,3,0.35,0.03,-21.0
sir_5968361,Markaz (IRE),901,Class 3,27,5,3,1,4,1.29,0.19,0.74
sir_5968361,Markaz (IRE),901,Class 1,9,0,1,1,0,0.0,0.0,-9.0
sir_6200985,Counterattack (AUS),128,,103,7,10,10,11,0.61,0.07,-23.7
sir_6200985,Counterattack (AUS),128,Class 4,14,1,1,2,1,0.49,0.07,-12.27
sir_6200985,Counterattack (AUS),128,Class 5,7,0,0,0,0,0.0,0.0,-7.0
sir_6200985,Counterattack (AUS),128,Class 2,3,0,0,0,0,0.0,0.0,-3.0
sir_6200985,Counterattack (AUS),128,Class 3,1,0,0,0,0,0.0,0.0,-1.0
sir_6277544,Nyquist (USA),257,,237,37,24,33,25,1.01,0.16,-56.28
sir_6277544,Nyquist (USA),257,Class 4,8,1,3,1,1,0.77,0.12,2.0
sir_6277544,Nyquist (USA),257,Class 1,4,1,1,0,0,3.16,0.25,6.0
sir_6277544,Nyquist (USA),257,Class 5,3,2,0,0,0,4.58,0.67,7.0
sir_6277544,Nyquist (USA),257,Class 3,2,1,0,0,0,4.12,0.5,8.0
sir_6277544,Nyquist (USA),257,Class 6,2,0,2,0,0,0.0,0.0,-2.0
sir_6277544,Nyquist (USA),257,Class 2,1,0,0,1,0,0.0,0.0,-1.0
sir_6076147,American Pharoah (USA),1110,,846,107,83,92,87,0.83,0.13,-165.13
sir_6076147,American Pharoah (USA),1110,Class 5,85,12,7,12,14,0.8,0.14,-20.97
sir_6076147,American Pharoah (USA),1110,Class 4,75,9,12,11,7,0.75,0.12,-31.82
sir_6076147,American Pharoah (USA),1110,Class 6,30,2,2,1,2,0.55,0.07,-19.5
sir_6076147,American Pharoah (USA),1110,Class 1,29,1,4,3,3,0.31,0.03,-22.0
sir_6076147,American Pharoah (USA),1110,Class 2,23,5,2,1,0,1.12,0.22,5.75
sir_6076147,American Pharoah (USA),1110,Class 3,22,3,4,1,5,0.96,0.14,-3.4
sir_4846485,Equiano (FR),7694,Class 6,2117,190,218,208,228,0.8,0.09,-664.94
sir_4846485,Equiano (FR),7694,Class 5,2039,194,215,233,248,0.82,0.1,-709.54
sir_4846485,Equiano (FR),7694,,1281,95,103,103,101,0.76,0.07,-388.07
sir_4846485,Equiano (FR),7694,Class 4,1076,132,109,134,115,0.99,0.12,-58.41
sir_4846485,Equiano (FR),7694,Class 3,511,44,52,61,56,0.77,0.09,-148.47
sir_4846485,Equiano (FR),7694,Class 2,455,39,46,43,50,0.84,0.09,-79.75
sir_4846485,Equiano (FR),7694,Class 1,178,20,17,16,16,0.84,0.11,-52.87
sir_4846485,Equiano (FR),7694,Class 7,37,4,3,3,2,1.03,0.11,-12.75
sir_5968298,Estidhkaar (IRE),1299,,686,29,48,36,55,0.56,0.04,-409.6
sir_5968298,Estidhkaar (IRE),1299,Class 5,223,24,24,27,16,0.84,0.11,-45.55
sir_5968298,Estidhkaar (IRE),1299,Class 6,173,18,16,21,18,0.8,0.1,-51.1
sir_5968298,Estidhkaar (IRE),1299,Class 4,132,13,16,15,14,0.88,0.1,-58.85
sir_5968298,Estidhkaar (IRE),1299,Class 3,47,3,7,9,8,0.59,0.06,-12.67
sir_5968298,Estidhkaar (IRE),1299,Class 2,30,1,1,5,3,0.4,0.03,4.0
sir_5968298,Estidhkaar (IRE),1299,Class 1,8,0,0,0,0,0.0,0.0,-8.0
sir_727524,Tagula (IRE),9200,Class 5,2344,244,231,205,245,0.95,0.1,-352.36
sir_727524,Tagula (IRE),9200,Class 6,1986,202,180,196,187,0.89,0.1,-489.57
sir_727524,Tagula (IRE),9200,,1824,102,111,127,146,0.69,0.06,-924.05
sir_727524,Tagula (IRE),9200,Class 4,1677,173,153,176,186,0.93,0.1,-372.82
sir_727524,Tagula (IRE),9200,Class 3,585,66,46,58,61,1.04,0.11,-20.44
sir_727524,Tagula (IRE),9200,Class 2,449,31,35,38,34,0.85,0.07,-68.78
sir_727524,Tagula (IRE),9200,Class 1,226,30,17,21,29,1.11,0.13,-66.5
sir_727524,Tagula (IRE),9200,Class 7,109,10,10,6,8,0.76,0.09,-45.31
sir_4544750,War Front (USA),3739,,2303,364,311,292,235,0.82,0.16,-590.95
sir_4544750,War Front (USA),3739,Class 5,393,59,65,63,44,0.73,0.15,-184.96
sir_4544750,War Front (USA),3739,Class 4,277,47,34,29,19,1.02,0.17,0.78
sir_4544750,War Front (USA),3739,Class 2,242,28,24,27,24,0.9,0.12,-8.99
sir_4544750,War Front (USA),3739,Class 1,224,24,31,15,18,0.87,0.11,-16.09
sir_4544750,War Front (USA),3739,Class 3,164,26,21,16,17,1.17,0.16,-9.29
sir_4544750,War Front (USA),3739,Class 6,135,15,18,14,14,0.75,0.11,-55.16
sir_4544750,War Front (USA),3739,Class 7,1,1,0,0,0,4.5,1.0,3.5
sir_4619986,Haatef (USA),1487,,693,49,65,67,54,0.67,0.07,-335.4
