damsire_id,damsire_name,total_runners,dist_f,runners,1st,2nd,3rd,4th,a/e,win_%,1_pl
dsi_5411385,Born To Sea,328,15.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_5411385,Born To Sea,328,4.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_5411385,Born To Sea,328,17f,1,0,0,0,0,0.0,0.0,-1.0
dsi_5411385,Born To Sea,328,14f,1,0,0,0,1,0.0,0.0,-1.0
dsi_6057142,Golden Horn,44,7f,16,1,0,2,3,0.59,0.06,-11.67
dsi_6057142,Golden Horn,44,8f,10,0,2,1,0,0.0,0.0,-10.0
dsi_6057142,Golden Horn,44,5f,5,0,1,0,2,0.0,0.0,-5.0
dsi_6057142,Golden Horn,44,6f,3,0,1,0,0,0.0,0.0,-3.0
dsi_6057142,Golden Horn,44,7.5f,3,0,0,0,0,0.0,0.0,-3.0
dsi_6057142,Golden Horn,44,10f,2,0,0,1,0,0.0,0.0,-2.0
dsi_6057142,Golden Horn,44,6.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_6057142,Golden Horn,44,11f,1,0,0,0,0,0.0,0.0,-1.0
dsi_6057142,Golden Horn,44,9.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_6057142,Golden Horn,44,9f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4943932,Intense Focus,818,7f,145,12,8,11,19,0.78,0.08,-33.73
dsi_4943932,Intense Focus,818,6f,140,12,13,12,7,0.87,0.09,-7.99
dsi_4943932,Intense Focus,818,8f,128,7,14,11,11,0.63,0.05,-69.4
dsi_4943932,Intense Focus,818,12f,75,12,6,14,7,1.09,0.16,-17.72
dsi_4943932,Intense Focus,818,5f,64,5,7,9,6,0.57,0.08,-29.25
dsi_4943932,Intense Focus,818,10f,63,5,8,6,2,0.77,0.08,-33.1
dsi_4943932,Intense Focus,818,9.5f,29,2,1,3,2,0.82,0.07,-10.2
dsi_4943932,Intense Focus,818,10.5f,18,3,4,1,1,1.4,0.17,3.8
dsi_4943932,Intense Focus,818,8.5f,17,1,3,1,3,0.4,0.06,-9.0
dsi_4943932,Intense Focus,818,9f,17,0,1,1,2,0.0,0.0,-17.0
dsi_4943932,Intense Focus,818,7.5f,16,1,1,3,2,0.55,0.06,-12.45
dsi_4943932,Intense Focus,818,6.5f,16,0,2,1,2,0.0,0.0,-16.0
dsi_4943932,Intense Focus,818,16f,15,0,0,2,0,0.0,0.0,-15.0
dsi_4943932,Intense Focus,818,11.5f,9,0,3,1,0,0.0,0.0,-9.0
dsi_4943932,Intense Focus,818,5.5f,8,0,1,1,2,0.0,0.0,-8.0
dsi_4943932,Intense Focus,818,12.5f,8,0,1,1,1,0.0,0.0,-8.0
dsi_4943932,Intense Focus,818,11f,6,0,1,0,2,0.0,0.0,-6.0
dsi_4943932,Intense Focus,818,14f,6,0,2,1,1,0.0,0.0,-6.0
dsi_4943932,Intense Focus,818,13f,6,1,1,1,0,1.03,0.17,-2.5
dsi_4943932,Intense Focus,818,16.5f,4,0,0,0,0,0.0,0.0,-4.0
dsi_4943932,Intense Focus,818,17.5f,4,0,0,1,0,0.0,0.0,-4.0
dsi_4943932,Intense Focus,818,20f,3,0,0,0,0,0.0,0.0,-3.0
dsi_4943932,Intense Focus,818,17f,3,0,0,0,0,0.0,0.0,-3.0
dsi_4943932,Intense Focus,818,13.5f,3,0,0,0,0,0.0,0.0,-3.0
dsi_4943932,Intense Focus,818,19f,3,0,0,1,0,0.0,0.0,-3.0
dsi_4943932,Intense Focus,818,23.5f,3,0,0,0,0,0.0,0.0,-3.0
dsi_4943932,Intense Focus,818,18f,2,0,0,0,0,0.0,0.0,-2.0
dsi_4943932,Intense Focus,818,19.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_4943932,Intense Focus,818,15.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_4943932,Intense Focus,818,18.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4943932,Intense Focus,818,14.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4943932,Intense Focus,818,21f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3897691,Phoenix Reach,61,8f,15,2,1,2,1,1.07,0.13,-7.62
dsi_3897691,Phoenix Reach,61,7f,12,2,1,1,2,1.0,0.17,-3.09
dsi_3897691,Phoenix Reach,61,16.5f,6,1,0,0,1,1.36,0.17,-3.25
dsi_3897691,Phoenix Reach,61,6f,4,0,0,0,0,0.0,0.0,-4.0
dsi_3897691,Phoenix Reach,61,17f,4,0,0,0,0,0.0,0.0,-4.0
dsi_3897691,Phoenix Reach,61,24.5f,3,0,0,0,0,0.0,0.0,-3.0
dsi_3897691,Phoenix Reach,61,18.5f,2,1,0,0,0,2.8,0.5,1.0
dsi_3897691,Phoenix Reach,61,10f,2,0,0,0,0,0.0,0.0,-2.0
dsi_3897691,Phoenix Reach,61,24f,2,0,0,1,0,0.0,0.0,-2.0
dsi_3897691,Phoenix Reach,61,20f,2,0,0,0,1,0.0,0.0,-2.0
dsi_3897691,Phoenix Reach,61,16f,2,0,0,0,0,0.0,0.0,-2.0
dsi_3897691,Phoenix Reach,61,17.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3897691,Phoenix Reach,61,19f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3897691,Phoenix Reach,61,21f,1,0,0,1,0,0.0,0.0,-1.0
dsi_3897691,Phoenix Reach,61,20.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3897691,Phoenix Reach,61,8.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3897691,Phoenix Reach,61,15.5f,1,0,0,0,1,0.0,0.0,-1.0
dsi_3897691,Phoenix Reach,61,12f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4880631,Bushranger,594,5f,125,20,17,13,6,1.15,0.16,-8.26
dsi_4880631,Bushranger,594,6f,117,10,14,12,8,0.85,0.09,-37.12
dsi_4880631,Bushranger,594,7f,106,6,6,9,13,0.51,0.06,-80.3
dsi_4880631,Bushranger,594,8f,92,11,9,3,4,1.28,0.12,8.12
dsi_4880631,Bushranger,594,10f,39,1,5,4,5,0.27,0.03,-35.75
dsi_4880631,Bushranger,594,12f,15,0,0,0,1,0.0,0.0,-15.0
dsi_4880631,Bushranger,594,8.5f,15,0,2,2,0,0.0,0.0,-15.0
dsi_4880631,Bushranger,594,16f,14,0,1,1,1,0.0,0.0,-14.0
dsi_4880631,Bushranger,594,7.5f,12,0,1,0,2,0.0,0.0,-12.0
dsi_4880631,Bushranger,594,10.5f,11,1,0,0,0,3.89,0.09,4.4
dsi_4880631,Bushranger,594,9.5f,9,0,1,0,0,0.0,0.0,-9.0
dsi_4880631,Bushranger,594,5.5f,8,1,0,2,2,0.85,0.12,-5.0
dsi_4880631,Bushranger,594,20f,4,0,0,0,0,0.0,0.0,-4.0
dsi_4880631,Bushranger,594,16.5f,4,0,1,0,2,0.0,0.0,-4.0
dsi_4880631,Bushranger,594,17f,4,0,0,0,0,0.0,0.0,-4.0
dsi_4880631,Bushranger,594,9f,3,0,0,1,1,0.0,0.0,-3.0
dsi_4880631,Bushranger,594,11.5f,2,0,0,0,1,0.0,0.0,-2.0
dsi_4880631,Bushranger,594,13.5f,2,0,0,0,1,0.0,0.0,-2.0
dsi_4880631,Bushranger,594,6.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_4880631,Bushranger,594,11f,2,0,0,0,0,0.0,0.0,-2.0
dsi_4880631,Bushranger,594,18f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4880631,Bushranger,594,12.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4880631,Bushranger,594,4.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4880631,Bushranger,594,20.5f,1,0,1,0,0,0.0,0.0,-1.0
dsi_4880631,Bushranger,594,15.5f,1,1,0,0,0,41.0,1.0,40.0
dsi_4880631,Bushranger,594,22.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4880631,Bushranger,594,19f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4880631,Bushranger,594,14f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4204550,Leroidesanimaux,487,8f,115,10,15,13,15,0.76,0.09,-9.57
dsi_4204550,Leroidesanimaux,487,7f,94,13,10,6,8,1.3,0.14,25.31
dsi_4204550,Leroidesanimaux,487,6f,81,8,4,12,9,1.02,0.1,-27.25
dsi_4204550,Leroidesanimaux,487,10f,32,1,7,5,5,0.19,0.03,-28.25
dsi_4204550,Leroidesanimaux,487,5f,22,1,0,3,4,0.5,0.05,-17.4
dsi_4204550,Leroidesanimaux,487,12f,20,1,0,0,2,0.9,0.05,-13.5
dsi_4204550,Leroidesanimaux,487,8.5f,18,2,3,1,3,0.97,0.11,-10.12
dsi_4204550,Leroidesanimaux,487,9.5f,15,4,0,1,1,2.14,0.27,9.01
dsi_4204550,Leroidesanimaux,487,9f,13,0,1,1,2,0.0,0.0,-13.0
dsi_4204550,Leroidesanimaux,487,10.5f,12,0,3,2,2,0.0,0.0,-12.0
dsi_4204550,Leroidesanimaux,487,16f,10,0,2,1,2,0.0,0.0,-10.0
dsi_4204550,Leroidesanimaux,487,15.5f,7,1,2,0,1,0.62,0.14,-5.27
dsi_4204550,Leroidesanimaux,487,5.5f,7,0,0,0,1,0.0,0.0,-7.0
dsi_4204550,Leroidesanimaux,487,14f,6,1,1,0,1,1.78,0.17,13.0
dsi_4204550,Leroidesanimaux,487,6.5f,6,0,0,2,1,0.0,0.0,-6.0
dsi_4204550,Leroidesanimaux,487,12.5f,5,1,0,1,1,1.36,0.2,4.5
dsi_4204550,Leroidesanimaux,487,11f,4,0,0,0,0,0.0,0.0,-4.0
dsi_4204550,Leroidesanimaux,487,16.5f,3,0,0,1,0,0.0,0.0,-3.0
dsi_4204550,Leroidesanimaux,487,7.5f,3,1,0,0,0,5.9,0.33,4.0
dsi_4204550,Leroidesanimaux,487,17f,2,0,0,1,0,0.0,0.0,-2.0
dsi_4204550,Leroidesanimaux,487,18f,2,0,0,0,1,0.0,0.0,-2.0
dsi_4204550,Leroidesanimaux,487,13f,2,1,0,0,0,2.92,0.5,1.25
dsi_4204550,Leroidesanimaux,487,11.5f,2,0,0,0,1,0.0,0.0,-2.0
dsi_4204550,Leroidesanimaux,487,23f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4204550,Leroidesanimaux,487,4f,1,0,0,0,1,0.0,0.0,-1.0
dsi_4204550,Leroidesanimaux,487,19.5f,1,0,1,0,0,0.0,0.0,-1.0
dsi_4204550,Leroidesanimaux,487,25f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4204550,Leroidesanimaux,487,19f,1,1,0,0,0,2.88,1.0,1.88
dsi_4204550,Leroidesanimaux,487,4.5f,1,1,0,0,0,6.3,1.0,5.3
dsi_6104063,Make Believe,30,7f,11,1,0,1,0,0.73,0.09,-9.6
dsi_6104063,Make Believe,30,6f,6,2,0,1,1,1.97,0.33,1.0
dsi_6104063,Make Believe,30,5f,6,1,0,1,0,2.56,0.17,5.0
dsi_6104063,Make Believe,30,6.5f,3,1,1,1,0,2.7,0.33,4.4
dsi_6104063,Make Believe,30,8f,2,1,0,0,0,9.45,0.5,9.0
dsi_6104063,Make Believe,30,5.5f,1,0,0,1,0,0.0,0.0,-1.0
dsi_6104063,Make Believe,30,7.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_5298622,Mayson,494,6f,183,20,15,17,21,1.03,0.11,52.66
dsi_5298622,Mayson,494,5f,120,16,16,11,10,0.9,0.13,-28.25
dsi_5298622,Mayson,494,7f,61,6,6,7,5,1.04,0.1,5.0
dsi_5298622,Mayson,494,8f,39,2,2,4,1,0.77,0.05,8.0
dsi_5298622,Mayson,494,10f,18,0,5,1,2,0.0,0.0,-18.0
dsi_5298622,Mayson,494,6.5f,11,0,0,1,2,0.0,0.0,-11.0
dsi_5298622,Mayson,494,5.5f,11,0,2,1,1,0.0,0.0,-11.0
dsi_5298622,Mayson,494,12f,9,0,2,1,1,0.0,0.0,-9.0
dsi_5298622,Mayson,494,7.5f,9,0,1,1,1,0.0,0.0,-9.0
dsi_5298622,Mayson,494,9.5f,7,0,1,1,0,0.0,0.0,-7.0
dsi_5298622,Mayson,494,8.5f,6,1,1,1,0,0.96,0.17,-2.75
dsi_5298622,Mayson,494,11f,5,1,1,0,1,1.64,0.2,1.0
dsi_5298622,Mayson,494,16f,4,0,0,0,0,0.0,0.0,-4.0
dsi_5298622,Mayson,494,11.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_5298622,Mayson,494,10.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_5298622,Mayson,494,12.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_5298622,Mayson,494,9f,2,0,0,0,0,0.0,0.0,-2.0
dsi_5298622,Mayson,494,17.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_5298622,Mayson,494,16.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_5298622,Mayson,494,14f,1,0,0,0,0,0.0,0.0,-1.0
dsi_5746923,Intello,234,6f,42,5,6,6,3,0.86,0.12,3.7
dsi_5746923,Intello,234,7f,41,3,3,1,6,0.67,0.07,-15.25
dsi_5746923,Intello,234,8f,34,3,1,3,3,0.66,0.09,-16.8
dsi_5746923,Intello,234,9.5f,33,2,3,4,3,0.6,0.06,-23.57
dsi_5746923,Intello,234,10f,16,0,4,2,2,0.0,0.0,-16.0
dsi_5746923,Intello,234,7.5f,15,0,1,2,1,0.0,0.0,-15.0
dsi_5746923,Intello,234,5f,12,2,2,1,1,0.9,0.17,-6.75
dsi_5746923,Intello,234,6.5f,8,1,0,2,1,1.27,0.12,-1.0
dsi_5746923,Intello,234,12f,6,0,1,0,1,0.0,0.0,-6.0
dsi_5746923,Intello,234,8.5f,6,0,1,0,0,0.0,0.0,-6.0
dsi_5746923,Intello,234,5.5f,4,0,1,1,0,0.0,0.0,-4.0
dsi_5746923,Intello,234,16f,3,0,0,0,1,0.0,0.0,-3.0
dsi_5746923,Intello,234,18f,3,0,0,1,0,0.0,0.0,-3.0
dsi_5746923,Intello,234,9f,2,0,0,0,1,0.0,0.0,-2.0
dsi_5746923,Intello,234,15f,2,1,0,0,0,3.1,0.5,4.0
dsi_5746923,Intello,234,14f,2,0,0,0,0,0.0,0.0,-2.0
dsi_5746923,Intello,234,11f,1,0,0,1,0,0.0,0.0,-1.0
dsi_5746923,Intello,234,17.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_5746923,Intello,234,20.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_5746923,Intello,234,10.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_5746923,Intello,234,19.5f,1,1,0,0,0,2.75,1.0,1.75
dsi_3153248,Cape Cross,14689,8f,2581,283,266,260,247,0.88,0.11,-570.27
dsi_3153248,Cape Cross,14689,7f,2579,240,293,262,258,0.78,0.09,-698.93
dsi_3153248,Cape Cross,14689,6f,2209,252,197,229,228,0.95,0.11,-225.14
dsi_3153248,Cape Cross,14689,10f,1291,140,160,151,131,0.78,0.11,-436.96
dsi_3153248,Cape Cross,14689,5f,974,106,102,111,138,0.79,0.11,-400.37
dsi_3153248,Cape Cross,14689,12f,902,113,119,100,95,0.89,0.13,-200.7
dsi_3153248,Cape Cross,14689,16f,485,38,40,51,55,0.75,0.08,-43.68
dsi_3153248,Cape Cross,14689,9.5f,466,47,51,40,43,0.97,0.1,67.69
dsi_3153248,Cape Cross,14689,8.5f,360,34,44,36,46,0.79,0.09,-78.41
dsi_3153248,Cape Cross,14689,9f,295,39,31,23,30,1.08,0.13,178.37
dsi_3153248,Cape Cross,14689,7.5f,284,22,30,29,18,0.68,0.08,-125.12
dsi_3153248,Cape Cross,14689,10.5f,279,32,35,25,22,0.92,0.11,-35.95
dsi_3153248,Cape Cross,14689,16.5f,210,25,20,17,21,0.99,0.12,-24.23
dsi_3153248,Cape Cross,14689,14f,187,27,20,18,24,1.01,0.14,-39.26
dsi_3153248,Cape Cross,14689,11f,181,25,28,16,21,0.98,0.14,-3.43
dsi_3153248,Cape Cross,14689,12.5f,152,18,17,17,10,0.96,0.12,-4.22
dsi_3153248,Cape Cross,14689,6.5f,148,9,14,10,12,0.7,0.06,9.5
dsi_3153248,Cape Cross,14689,5.5f,138,20,15,12,17,1.21,0.14,11.91
dsi_3153248,Cape Cross,14689,11.5f,112,15,12,13,18,0.99,0.13,-27.49
dsi_3153248,Cape Cross,14689,17f,98,11,11,9,5,0.91,0.11,5.81
dsi_3153248,Cape Cross,14689,20f,90,9,3,10,12,0.98,0.1,-20.68
dsi_3153248,Cape Cross,14689,18f,81,10,5,12,7,1.02,0.12,-3.48
dsi_3153248,Cape Cross,14689,15.5f,68,10,4,8,5,1.44,0.15,20.55
dsi_3153248,Cape Cross,14689,19.5f,63,5,10,8,5,0.59,0.08,-36.25
dsi_3153248,Cape Cross,14689,13.5f,56,8,11,5,3,1.01,0.14,0.27
dsi_3153248,Cape Cross,14689,19f,48,5,5,10,3,0.85,0.1,-1.77
dsi_3153248,Cape Cross,14689,20.5f,43,3,6,4,2,0.76,0.07,-30.9
dsi_3153248,Cape Cross,14689,13f,38,7,1,4,4,1.29,0.18,1.88
dsi_3153248,Cape Cross,14689,17.5f,38,3,2,4,5,0.71,0.08,-30.6
dsi_3153248,Cape Cross,14689,21.5f,33,2,2,4,7,0.51,0.06,-19.5
dsi_3153248,Cape Cross,14689,21f,32,6,3,4,2,1.31,0.19,-11.1
dsi_3153248,Cape Cross,14689,18.5f,28,3,3,4,2,0.98,0.11,-1.25
dsi_3153248,Cape Cross,14689,15f,26,2,1,4,2,0.64,0.08,-20.5
dsi_3153248,Cape Cross,14689,24f,20,1,1,3,2,0.34,0.05,-15.5
dsi_3153248,Cape Cross,14689,23.5f,19,1,3,3,1,0.5,0.05,-15.5
dsi_3153248,Cape Cross,14689,22f,15,0,2,1,2,0.0,0.0,-15.0
dsi_3153248,Cape Cross,14689,14.5f,14,1,1,2,2,0.62,0.07,15.0
dsi_3153248,Cape Cross,14689,25.5f,9,2,0,2,2,1.09,0.22,3.0
dsi_3153248,Cape Cross,14689,24.5f,9,1,1,0,1,0.68,0.11,-4.5
dsi_3153248,Cape Cross,14689,23f,7,0,1,0,0,0.0,0.0,-7.0
dsi_3153248,Cape Cross,14689,25f,6,2,0,1,1,2.35,0.33,15.0
dsi_3153248,Cape Cross,14689,26f,4,0,1,1,1,0.0,0.0,-4.0
dsi_3153248,Cape Cross,14689,22.5f,3,0,0,0,0,0.0,0.0,-3.0
dsi_3153248,Cape Cross,14689,4.5f,2,0,0,0,1,0.0,0.0,-2.0
dsi_3153248,Cape Cross,14689,26.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_3153248,Cape Cross,14689,28.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3153248,Cape Cross,14689,27f,1,0,1,0,0,0.0,0.0,-1.0
dsi_3153248,Cape Cross,14689,30.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3153248,Cape Cross,14689,28f,1,1,0,0,0,2.88,1.0,1.88
dsi_4603018,Bernardini,2195,8f,415,51,40,45,33,0.9,0.12,-177.28
dsi_4603018,Bernardini,2195,7f,382,46,33,41,25,0.89,0.12,-116.23
dsi_4603018,Bernardini,2195,6f,348,28,31,39,50,0.65,0.08,-119.82
dsi_4603018,Bernardini,2195,8.5f,223,33,30,30,24,0.83,0.15,-56.13
dsi_4603018,Bernardini,2195,9f,178,31,17,24,21,0.99,0.17,40.1
dsi_4603018,Bernardini,2195,10f,154,13,13,22,12,0.72,0.08,-52.55
dsi_4603018,Bernardini,2195,5f,86,10,10,15,8,0.94,0.12,9.72
dsi_4603018,Bernardini,2195,12f,78,8,7,7,6,0.87,0.1,-26.22
dsi_4603018,Bernardini,2195,6.5f,67,6,10,5,7,0.62,0.09,-40.7
dsi_4603018,Bernardini,2195,9.5f,55,3,7,7,3,0.56,0.05,-39.75
dsi_4603018,Bernardini,2195,5.5f,47,6,6,8,2,0.9,0.13,-12.05
dsi_4603018,Bernardini,2195,16f,29,1,1,1,1,0.48,0.03,-8.0
dsi_4603018,Bernardini,2195,10.5f,17,1,0,3,2,0.55,0.06,-13.25
dsi_4603018,Bernardini,2195,11f,16,2,0,2,0,1.74,0.12,16.4
dsi_4603018,Bernardini,2195,7.5f,16,2,1,2,2,1.28,0.12,-5.8
dsi_4603018,Bernardini,2195,14f,13,0,0,2,0,0.0,0.0,-13.0
dsi_4603018,Bernardini,2195,16.5f,10,1,0,0,1,1.25,0.1,-4.0
dsi_4603018,Bernardini,2195,11.5f,8,2,0,2,2,1.83,0.25,2.0
dsi_4603018,Bernardini,2195,17f,8,2,0,0,1,1.36,0.25,-0.3
dsi_4603018,Bernardini,2195,13f,7,1,2,1,0,0.92,0.14,22.0
dsi_4603018,Bernardini,2195,12.5f,7,3,0,0,0,3.81,0.43,7.75
dsi_4603018,Bernardini,2195,20f,7,0,0,0,2,0.0,0.0,-7.0
dsi_4603018,Bernardini,2195,19.5f,4,1,0,1,1,1.08,0.25,-1.12
dsi_4603018,Bernardini,2195,15.5f,3,0,0,0,0,0.0,0.0,-3.0
dsi_4603018,Bernardini,2195,17.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_4603018,Bernardini,2195,20.5f,2,0,0,1,0,0.0,0.0,-2.0
dsi_4603018,Bernardini,2195,18f,2,1,0,1,0,4.55,0.5,11.0
dsi_4603018,Bernardini,2195,13.5f,2,0,1,0,0,0.0,0.0,-2.0
dsi_4603018,Bernardini,2195,21f,2,1,0,0,0,9.45,0.5,9.0
dsi_4603018,Bernardini,2195,19f,2,0,0,1,0,0.0,0.0,-2.0
dsi_4603018,Bernardini,2195,23.5f,1,0,0,0,1,0.0,0.0,-1.0
dsi_4603018,Bernardini,2195,15f,1,0,1,0,0,0.0,0.0,-1.0
dsi_4603018,Bernardini,2195,21.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4603018,Bernardini,2195,22f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4603018,Bernardini,2195,4.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4439239,Red Clubs,1739,6f,462,63,45,47,43,1.05,0.14,-51.71
dsi_4439239,Red Clubs,1739,7f,335,31,37,29,26,0.82,0.09,-58.76
dsi_4439239,Red Clubs,1739,8f,291,40,25,23,28,1.24,0.14,25.21
dsi_4439239,Red Clubs,1739,5f,253,28,23,27,31,0.92,0.11,-82.66
dsi_4439239,Red Clubs,1739,10f,100,8,10,7,15,0.66,0.08,-42.0
dsi_4439239,Red Clubs,1739,12f,34,3,3,8,4,0.68,0.09,-20.07
dsi_4439239,Red Clubs,1739,6.5f,32,3,4,1,4,0.82,0.09,-14.4
dsi_4439239,Red Clubs,1739,7.5f,30,5,3,3,2,1.25,0.17,4.1
dsi_4439239,Red Clubs,1739,8.5f,29,5,3,6,0,1.38,0.17,4.33
dsi_4439239,Red Clubs,1739,16f,29,3,2,5,0,1.1,0.1,10.25
dsi_4439239,Red Clubs,1739,5.5f,22,2,2,1,1,0.7,0.09,-16.0
dsi_4439239,Red Clubs,1739,10.5f,20,3,3,2,1,0.99,0.15,-6.17
dsi_4439239,Red Clubs,1739,9.5f,17,2,0,1,2,1.39,0.12,2.5
dsi_4439239,Red Clubs,1739,9f,13,1,1,0,2,0.81,0.08,-6.8
dsi_4439239,Red Clubs,1739,16.5f,12,0,1,4,1,0.0,0.0,-12.0
dsi_4439239,Red Clubs,1739,11f,9,0,1,2,3,0.0,0.0,-9.0
dsi_4439239,Red Clubs,1739,17f,7,1,0,1,1,1.44,0.14,10.0
dsi_4439239,Red Clubs,1739,14f,6,1,0,0,1,1.49,0.17,-1.0
dsi_4439239,Red Clubs,1739,11.5f,5,1,0,1,0,1.67,0.2,-0.5
dsi_4439239,Red Clubs,1739,18f,5,1,1,0,1,2.14,0.2,-1.0
dsi_4439239,Red Clubs,1739,12.5f,4,0,1,0,1,0.0,0.0,-4.0
dsi_4439239,Red Clubs,1739,13f,4,0,1,2,1,0.0,0.0,-4.0
dsi_4439239,Red Clubs,1739,15.5f,4,0,0,1,0,0.0,0.0,-4.0
dsi_4439239,Red Clubs,1739,20f,4,0,2,0,0,0.0,0.0,-4.0
dsi_4439239,Red Clubs,1739,14.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_4439239,Red Clubs,1739,19.5f,2,0,0,1,0,0.0,0.0,-2.0
dsi_4439239,Red Clubs,1739,18.5f,2,0,0,1,0,0.0,0.0,-2.0
dsi_4439239,Red Clubs,1739,19f,2,0,0,0,0,0.0,0.0,-2.0
dsi_4439239,Red Clubs,1739,21.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4439239,Red Clubs,1739,21f,1,1,0,0,0,15.0,1.0,14.0
dsi_4439239,Red Clubs,1739,15f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4439239,Red Clubs,1739,24f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4799585,Paco Boy,637,5f,159,20,23,13,22,0.83,0.13,-51.17
dsi_4799585,Paco Boy,637,6f,137,7,10,13,16,0.55,0.05,-60.75
dsi_4799585,Paco Boy,637,7f,116,4,13,11,8,0.38,0.03,-53.6
dsi_4799585,Paco Boy,637,8f,99,5,20,10,18,0.39,0.05,-77.82
dsi_4799585,Paco Boy,637,9.5f,34,3,5,1,2,1.0,0.09,52.2
dsi_4799585,Paco Boy,637,10f,18,1,2,1,3,0.44,0.06,8.0
dsi_4799585,Paco Boy,637,7.5f,9,0,0,0,1,0.0,0.0,-9.0
dsi_4799585,Paco Boy,637,16f,8,1,0,0,0,2.84,0.12,1.0
dsi_4799585,Paco Boy,637,8.5f,8,1,1,1,2,0.77,0.12,-5.0
dsi_4799585,Paco Boy,637,12f,8,0,1,1,0,0.0,0.0,-8.0
dsi_4799585,Paco Boy,637,5.5f,7,0,3,0,2,0.0,0.0,-7.0
dsi_4799585,Paco Boy,637,9f,7,0,1,0,1,0.0,0.0,-7.0
dsi_4799585,Paco Boy,637,16.5f,3,0,0,0,0,0.0,0.0,-3.0
dsi_4799585,Paco Boy,637,24f,3,0,0,0,0,0.0,0.0,-3.0
dsi_4799585,Paco Boy,637,10.5f,3,0,0,0,0,0.0,0.0,-3.0
dsi_4799585,Paco Boy,637,11f,3,0,0,0,0,0.0,0.0,-3.0
dsi_4799585,Paco Boy,637,22f,2,0,0,0,1,0.0,0.0,-2.0
dsi_4799585,Paco Boy,637,6.5f,2,0,1,1,0,0.0,0.0,-2.0
dsi_4799585,Paco Boy,637,4.5f,2,0,0,1,0,0.0,0.0,-2.0
dsi_4799585,Paco Boy,637,20f,2,0,0,0,0,0.0,0.0,-2.0
dsi_4799585,Paco Boy,637,17f,2,0,0,0,0,0.0,0.0,-2.0
dsi_4799585,Paco Boy,637,14f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4799585,Paco Boy,637,13.5f,1,0,1,0,0,0.0,0.0,-1.0
dsi_4799585,Paco Boy,637,11.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4799585,Paco Boy,637,13f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4799585,Paco Boy,637,12.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_5422165,Slade Power,115,6f,56,5,2,7,9,0.83,0.09,6.5
dsi_5422165,Slade Power,115,7f,24,0,2,0,2,0.0,0.0,-24.0
dsi_5422165,Slade Power,115,5f,23,4,4,1,2,1.08,0.17,0.72
dsi_5422165,Slade Power,115,8f,6,1,1,0,0,1.5,0.17,2.4
dsi_5422165,Slade Power,115,6.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_5422165,Slade Power,115,5.5f,2,0,0,0,1,0.0,0.0,-2.0
