damsire_id,damsire_name,total_runners,dist_f,runners,1st,2nd,3rd,4th,a/e,win_%,1_pl
dsi_764582,Rainwatch,25,17.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_764582,Rainwatch,25,23f,1,0,0,0,0,0.0,0.0,-1.0
dsi_764582,Rainwatch,25,16f,1,0,0,0,0,0.0,0.0,-1.0
dsi_590415,Green Tune,4546,8f,559,57,61,78,57,0.92,0.1,73.93
dsi_590415,Green Tune,4546,10f,394,47,45,33,61,0.94,0.12,-12.67
dsi_590415,Green Tune,4546,12f,340,29,34,24,32,0.85,0.09,-107.64
dsi_590415,Green Tune,4546,16f,304,34,30,32,35,0.84,0.11,-97.5
dsi_590415,Green Tune,4546,7f,253,22,25,26,23,0.8,0.09,-103.97
dsi_590415,Green Tune,4546,9.5f,252,16,20,20,20,0.69,0.06,-84.0
dsi_590415,Green Tune,4546,6f,205,26,16,20,19,0.94,0.13,8.2
dsi_590415,Green Tune,4546,10.5f,168,14,11,20,19,0.82,0.08,-15.7
dsi_590415,Green Tune,4546,12.5f,152,14,13,16,7,0.88,0.09,-17.89
dsi_590415,Green Tune,4546,18f,137,11,11,12,21,0.6,0.08,-55.8
dsi_590415,Green Tune,4546,6.5f,133,15,17,9,9,0.93,0.11,-65.8
dsi_590415,Green Tune,4546,7.5f,119,12,7,10,12,1.08,0.1,-14.0
dsi_590415,Green Tune,4546,20f,112,11,9,20,17,0.77,0.1,-22.37
dsi_590415,Green Tune,4546,16.5f,101,10,7,10,10,0.93,0.1,22.35
dsi_590415,Green Tune,4546,17.5f,100,7,6,14,10,0.87,0.07,-45.85
dsi_590415,Green Tune,4546,14f,92,11,8,16,6,1.0,0.12,-44.5
dsi_590415,Green Tune,4546,19.5f,89,10,8,5,9,1.12,0.11,30.8
dsi_590415,Green Tune,4546,9f,89,11,11,11,12,0.93,0.12,-19.2
dsi_590415,Green Tune,4546,17f,81,7,4,13,15,0.72,0.09,-32.37
dsi_590415,Green Tune,4546,24f,76,11,10,10,5,0.92,0.14,-30.32
dsi_590415,Green Tune,4546,19f,72,10,6,7,3,1.34,0.14,43.5
dsi_590415,Green Tune,4546,5f,67,9,9,12,10,1.02,0.13,-22.67
dsi_590415,Green Tune,4546,11f,55,5,8,8,3,0.61,0.09,-32.67
dsi_590415,Green Tune,4546,13.5f,54,13,8,2,4,1.92,0.24,66.45
dsi_590415,Green Tune,4546,15.5f,52,5,3,5,2,0.69,0.1,-12.6
dsi_590415,Green Tune,4546,15f,50,5,4,4,6,1.18,0.1,21.3
dsi_590415,Green Tune,4546,8.5f,46,2,7,5,5,0.45,0.04,-36.0
dsi_590415,Green Tune,4546,21f,42,3,8,5,4,0.55,0.07,-22.0
dsi_590415,Green Tune,4546,22f,41,1,4,4,6,0.23,0.02,-31.4
dsi_590415,Green Tune,4546,20.5f,38,3,4,4,2,0.76,0.08,-18.0
dsi_590415,Green Tune,4546,18.5f,37,5,4,6,3,1.12,0.14,-8.54
dsi_590415,Green Tune,4546,21.5f,33,1,2,2,5,0.22,0.03,-29.5
dsi_590415,Green Tune,4546,11.5f,25,2,3,2,2,0.66,0.08,-9.6
dsi_590415,Green Tune,4546,24.5f,24,2,1,3,5,0.79,0.08,6.0
dsi_590415,Green Tune,4546,5.5f,22,1,4,3,2,0.43,0.05,-10.5
dsi_590415,Green Tune,4546,23.5f,19,4,1,5,2,1.06,0.21,12.01
dsi_590415,Green Tune,4546,26f,17,1,3,6,1,0.27,0.06,-13.5
dsi_590415,Green Tune,4546,13f,16,0,2,1,0,0.0,0.0,-16.0
dsi_590415,Green Tune,4546,14.5f,14,2,3,0,1,1.82,0.14,44.9
dsi_590415,Green Tune,4546,25.5f,13,0,3,2,1,0.0,0.0,-13.0
dsi_590415,Green Tune,4546,23f,12,4,1,2,0,1.91,0.33,21.75
dsi_590415,Green Tune,4546,25f,12,1,0,2,1,0.49,0.08,-9.0
dsi_590415,Green Tune,4546,22.5f,9,1,1,1,2,0.82,0.11,-4.67
dsi_590415,Green Tune,4546,4.5f,3,1,0,0,0,2.91,0.33,7.3
dsi_590415,Green Tune,4546,27.5f,3,0,0,0,0,0.0,0.0,-3.0
dsi_590415,Green Tune,4546,29f,3,1,0,0,0,3.1,0.33,0.5
dsi_590415,Green Tune,4546,34.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_590415,Green Tune,4546,32f,2,0,0,0,0,0.0,0.0,-2.0
dsi_590415,Green Tune,4546,28.5f,2,0,0,1,0,0.0,0.0,-2.0
dsi_590415,Green Tune,4546,30.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_590415,Green Tune,4546,26.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_590415,Green Tune,4546,29.5f,1,0,1,0,0,0.0,0.0,-1.0
dsi_590415,Green Tune,4546,30f,1,0,0,0,0,0.0,0.0,-1.0
dsi_590415,Green Tune,4546,31.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3223696,Fragrant Mix,630,18f,106,12,7,9,10,1.17,0.11,-17.9
dsi_3223696,Fragrant Mix,630,17.5f,75,6,6,7,11,0.57,0.08,-41.4
dsi_3223696,Fragrant Mix,630,16f,65,10,7,4,8,1.0,0.15,-33.0
dsi_3223696,Fragrant Mix,630,19.5f,57,0,9,4,7,0.0,0.0,-57.0
dsi_3223696,Fragrant Mix,630,17f,48,4,5,10,5,0.57,0.08,-22.57
dsi_3223696,Fragrant Mix,630,19f,44,5,5,4,6,0.69,0.11,-31.83
dsi_3223696,Fragrant Mix,630,20f,37,5,1,2,3,1.17,0.14,-8.36
dsi_3223696,Fragrant Mix,630,16.5f,29,3,5,4,2,0.69,0.1,-16.89
dsi_3223696,Fragrant Mix,630,22f,22,1,3,1,5,0.28,0.05,-20.33
dsi_3223696,Fragrant Mix,630,20.5f,17,0,2,1,3,0.0,0.0,-17.0
dsi_3223696,Fragrant Mix,630,21.5f,14,0,1,2,1,0.0,0.0,-14.0
dsi_3223696,Fragrant Mix,630,18.5f,13,2,1,0,0,1.27,0.15,9.8
dsi_3223696,Fragrant Mix,630,21f,11,3,0,0,3,1.27,0.27,-2.27
dsi_3223696,Fragrant Mix,630,15f,9,0,2,2,0,0.0,0.0,-9.0
dsi_3223696,Fragrant Mix,630,12.5f,9,1,0,1,0,0.96,0.11,-4.7
dsi_3223696,Fragrant Mix,630,24f,8,0,0,2,1,0.0,0.0,-8.0
dsi_3223696,Fragrant Mix,630,15.5f,8,1,0,0,0,0.76,0.12,-6.75
dsi_3223696,Fragrant Mix,630,10f,7,1,0,2,0,1.45,0.14,-0.9
dsi_3223696,Fragrant Mix,630,23f,7,0,0,0,1,0.0,0.0,-7.0
dsi_3223696,Fragrant Mix,630,23.5f,6,1,0,1,0,0.91,0.17,-4.0
dsi_3223696,Fragrant Mix,630,12f,6,0,2,0,0,0.0,0.0,-6.0
dsi_3223696,Fragrant Mix,630,22.5f,5,2,1,0,1,2.72,0.4,7.5
dsi_3223696,Fragrant Mix,630,6f,4,0,0,0,3,0.0,0.0,-4.0
dsi_3223696,Fragrant Mix,630,25.5f,3,0,0,0,0,0.0,0.0,-3.0
dsi_3223696,Fragrant Mix,630,25f,3,0,0,2,0,0.0,0.0,-3.0
dsi_3223696,Fragrant Mix,630,24.5f,3,0,0,1,0,0.0,0.0,-3.0
dsi_3223696,Fragrant Mix,630,13f,2,0,0,1,0,0.0,0.0,-2.0
dsi_3223696,Fragrant Mix,630,27f,2,0,0,1,1,0.0,0.0,-2.0
dsi_3223696,Fragrant Mix,630,9.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_3223696,Fragrant Mix,630,10.5f,2,0,0,1,0,0.0,0.0,-2.0
dsi_3223696,Fragrant Mix,630,9f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3223696,Fragrant Mix,630,7f,1,0,0,0,1,0.0,0.0,-1.0
dsi_3223696,Fragrant Mix,630,30f,1,0,0,1,0,0.0,0.0,-1.0
dsi_3223696,Fragrant Mix,630,14f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3223696,Fragrant Mix,630,26f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3223696,Fragrant Mix,630,13.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_2115099,Saint Cyrien,2694,16f,317,38,37,25,30,0.89,0.12,-40.03
dsi_2115099,Saint Cyrien,2694,18f,201,22,20,23,17,0.89,0.11,-33.16
dsi_2115099,Saint Cyrien,2694,20f,161,16,10,29,13,0.78,0.1,-69.56
dsi_2115099,Saint Cyrien,2694,17.5f,139,15,23,17,19,0.78,0.11,44.61
dsi_2115099,Saint Cyrien,2694,19.5f,136,12,22,14,12,0.67,0.09,-5.82
dsi_2115099,Saint Cyrien,2694,19f,128,19,16,19,12,1.05,0.15,-33.2
dsi_2115099,Saint Cyrien,2694,8f,121,14,11,12,9,1.1,0.12,55.9
dsi_2115099,Saint Cyrien,2694,16.5f,111,20,9,16,12,1.2,0.18,91.88
dsi_2115099,Saint Cyrien,2694,17f,105,14,12,12,9,0.84,0.13,-2.15
dsi_2115099,Saint Cyrien,2694,12f,103,10,10,13,13,0.92,0.1,12.7
dsi_2115099,Saint Cyrien,2694,7f,102,12,8,7,12,1.23,0.12,10.45
dsi_2115099,Saint Cyrien,2694,24f,102,14,15,11,8,1.04,0.14,1.56
dsi_2115099,Saint Cyrien,2694,10f,91,12,11,6,6,1.12,0.13,-4.83
dsi_2115099,Saint Cyrien,2694,21.5f,86,7,13,8,16,0.62,0.08,-39.5
dsi_2115099,Saint Cyrien,2694,22f,71,7,7,10,8,0.82,0.1,-22.83
dsi_2115099,Saint Cyrien,2694,15.5f,71,12,6,12,4,1.03,0.17,42.36
dsi_2115099,Saint Cyrien,2694,21f,54,6,8,6,9,0.76,0.11,-22.5
dsi_2115099,Saint Cyrien,2694,20.5f,50,2,5,4,3,0.45,0.04,-26.0
dsi_2115099,Saint Cyrien,2694,18.5f,50,8,7,6,4,1.0,0.16,22.3
dsi_2115099,Saint Cyrien,2694,6f,42,2,3,3,4,0.48,0.05,-30.5
dsi_2115099,Saint Cyrien,2694,10.5f,34,2,2,2,2,0.6,0.06,-16.3
dsi_2115099,Saint Cyrien,2694,23.5f,32,7,6,0,2,1.63,0.22,10.38
dsi_2115099,Saint Cyrien,2694,22.5f,30,3,2,4,8,0.73,0.1,-10.12
dsi_2115099,Saint Cyrien,2694,23f,29,3,4,1,4,0.93,0.1,-15.5
dsi_2115099,Saint Cyrien,2694,25f,28,4,2,4,2,1.42,0.14,-6.55
dsi_2115099,Saint Cyrien,2694,9.5f,27,1,1,2,3,0.56,0.04,-22.6
dsi_2115099,Saint Cyrien,2694,5f,24,2,3,2,5,1.02,0.08,-2.5
dsi_2115099,Saint Cyrien,2694,15f,23,1,5,5,4,0.39,0.04,-18.9
dsi_2115099,Saint Cyrien,2694,12.5f,22,1,2,3,2,0.4,0.05,-12.0
dsi_2115099,Saint Cyrien,2694,14f,21,5,2,2,1,1.77,0.24,11.0
dsi_2115099,Saint Cyrien,2694,8.5f,21,2,1,2,2,0.98,0.1,-6.8
dsi_2115099,Saint Cyrien,2694,24.5f,20,6,2,3,4,1.93,0.3,29.33
dsi_2115099,Saint Cyrien,2694,26f,18,0,2,1,4,0.0,0.0,-18.0
dsi_2115099,Saint Cyrien,2694,9f,15,0,2,1,1,0.0,0.0,-15.0
dsi_2115099,Saint Cyrien,2694,7.5f,14,2,2,1,0,1.78,0.14,-4.8
dsi_2115099,Saint Cyrien,2694,25.5f,13,2,1,0,2,1.24,0.15,20.25
dsi_2115099,Saint Cyrien,2694,11f,11,2,1,0,0,2.14,0.18,5.0
dsi_2115099,Saint Cyrien,2694,13.5f,10,1,2,0,0,0.92,0.1,-7.38
dsi_2115099,Saint Cyrien,2694,26.5f,9,0,2,2,3,0.0,0.0,-9.0
dsi_2115099,Saint Cyrien,2694,11.5f,7,0,1,0,0,0.0,0.0,-7.0
dsi_2115099,Saint Cyrien,2694,30.5f,6,0,0,0,0,0.0,0.0,-6.0
dsi_2115099,Saint Cyrien,2694,13f,6,3,2,0,0,2.09,0.5,4.13
dsi_2115099,Saint Cyrien,2694,29f,5,0,0,0,0,0.0,0.0,-5.0
dsi_2115099,Saint Cyrien,2694,28.5f,5,0,2,0,2,0.0,0.0,-5.0
dsi_2115099,Saint Cyrien,2694,27f,4,0,0,1,0,0.0,0.0,-4.0
dsi_2115099,Saint Cyrien,2694,27.5f,3,1,0,0,1,1.73,0.33,3.5
dsi_2115099,Saint Cyrien,2694,14.5f,3,2,0,0,0,4.95,0.67,7.53
dsi_2115099,Saint Cyrien,2694,30f,2,0,0,1,0,0.0,0.0,-2.0
dsi_2115099,Saint Cyrien,2694,32f,2,0,0,0,2,0.0,0.0,-2.0
dsi_2115099,Saint Cyrien,2694,6.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_2115099,Saint Cyrien,2694,32.5f,1,0,0,0,1,0.0,0.0,-1.0
dsi_2115099,Saint Cyrien,2694,36f,1,0,0,0,0,0.0,0.0,-1.0
dsi_2115099,Saint Cyrien,2694,34f,1,0,0,0,0,0.0,0.0,-1.0
dsi_2115099,Saint Cyrien,2694,28f,1,0,0,0,0,0.0,0.0,-1.0
dsi_2115099,Saint Cyrien,2694,34.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_2115099,Saint Cyrien,2694,5.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_2115099,Saint Cyrien,2694,29.5f,1,0,1,0,0,0.0,0.0,-1.0
dsi_727853,Atraf,1529,5f,403,67,37,44,53,1.2,0.17,93.77
dsi_727853,Atraf,1529,6f,373,25,30,40,38,0.71,0.07,-6.85
dsi_727853,Atraf,1529,7f,196,14,17,11,27,0.8,0.07,-88.62
dsi_727853,Atraf,1529,8f,109,6,4,6,10,0.74,0.06,9.0
dsi_727853,Atraf,1529,10f,105,12,9,8,10,1.13,0.11,6.0
dsi_727853,Atraf,1529,12f,50,2,5,7,4,0.51,0.04,-36.0
dsi_727853,Atraf,1529,5.5f,46,13,4,6,8,1.78,0.28,26.64
dsi_727853,Atraf,1529,16f,27,4,1,1,2,2.26,0.15,49.0
dsi_727853,Atraf,1529,8.5f,20,0,2,4,0,0.0,0.0,-20.0
dsi_727853,Atraf,1529,11.5f,15,0,3,5,3,0.0,0.0,-15.0
dsi_727853,Atraf,1529,20.5f,14,2,0,1,1,1.55,0.14,-6.33
dsi_727853,Atraf,1529,13f,14,5,2,1,1,1.86,0.36,16.5
dsi_727853,Atraf,1529,16.5f,13,0,2,2,4,0.0,0.0,-13.0
dsi_727853,Atraf,1529,15.5f,11,3,0,1,0,3.24,0.27,39.5
dsi_727853,Atraf,1529,9f,11,0,0,0,0,0.0,0.0,-11.0
dsi_727853,Atraf,1529,9.5f,10,1,2,1,1,0.58,0.1,-6.25
dsi_727853,Atraf,1529,20f,9,3,2,2,1,1.38,0.33,3.16
dsi_727853,Atraf,1529,24f,9,2,0,1,3,1.55,0.22,0.0
dsi_727853,Atraf,1529,14f,9,0,1,0,2,0.0,0.0,-9.0
dsi_727853,Atraf,1529,19.5f,9,1,1,2,0,0.55,0.11,-7.27
dsi_727853,Atraf,1529,19f,8,0,1,0,2,0.0,0.0,-8.0
dsi_727853,Atraf,1529,7.5f,7,0,0,0,1,0.0,0.0,-7.0
dsi_727853,Atraf,1529,11f,7,0,1,3,2,0.0,0.0,-7.0
dsi_727853,Atraf,1529,21f,7,1,0,0,2,1.12,0.14,-5.09
dsi_727853,Atraf,1529,23.5f,6,0,0,0,1,0.0,0.0,-6.0
dsi_727853,Atraf,1529,18.5f,6,0,1,0,0,0.0,0.0,-6.0
dsi_727853,Atraf,1529,17f,5,1,0,1,1,2.0,0.2,16.0
dsi_727853,Atraf,1529,10.5f,5,2,1,1,0,2.4,0.4,6.5
dsi_727853,Atraf,1529,22f,4,0,0,0,1,0.0,0.0,-4.0
dsi_727853,Atraf,1529,6.5f,4,0,1,0,0,0.0,0.0,-4.0
dsi_727853,Atraf,1529,24.5f,3,0,0,0,0,0.0,0.0,-3.0
dsi_727853,Atraf,1529,18f,2,0,0,0,0,0.0,0.0,-2.0
dsi_727853,Atraf,1529,26f,2,0,0,0,0,0.0,0.0,-2.0
dsi_727853,Atraf,1529,17.5f,2,0,0,1,0,0.0,0.0,-2.0
dsi_727853,Atraf,1529,21.5f,2,0,0,0,1,0.0,0.0,-2.0
dsi_727853,Atraf,1529,15f,1,0,0,0,0,0.0,0.0,-1.0
dsi_727853,Atraf,1529,13.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_727853,Atraf,1529,22.5f,1,0,1,0,0,0.0,0.0,-1.0
dsi_727853,Atraf,1529,25.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_727853,Atraf,1529,14.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_727853,Atraf,1529,23f,1,0,0,0,0,0.0,0.0,-1.0
dsi_476742,Lomitas,4802,8f,655,63,66,63,62,0.79,0.1,-247.85
dsi_476742,Lomitas,4802,10f,462,61,44,57,59,0.93,0.13,-102.77
dsi_476742,Lomitas,4802,7f,414,32,41,34,39,0.73,0.08,-167.77
dsi_476742,Lomitas,4802,12f,363,37,41,44,41,0.8,0.1,-125.89
dsi_476742,Lomitas,4802,16f,348,38,39,40,40,0.85,0.11,-119.21
dsi_476742,Lomitas,4802,6f,336,31,28,28,22,0.85,0.09,39.25
dsi_476742,Lomitas,4802,9.5f,206,24,17,28,14,1.1,0.12,0.25
dsi_476742,Lomitas,4802,5f,200,23,19,24,17,1.02,0.12,-50.62
dsi_476742,Lomitas,4802,10.5f,138,16,21,11,13,0.87,0.12,-29.37
dsi_476742,Lomitas,4802,9f,132,15,15,17,15,0.8,0.11,-31.95
dsi_476742,Lomitas,4802,8.5f,127,20,6,16,14,1.07,0.16,10.8
dsi_476742,Lomitas,4802,11f,118,21,14,14,11,1.19,0.18,38.36
dsi_476742,Lomitas,4802,16.5f,111,15,7,11,11,1.08,0.14,-16.76
dsi_476742,Lomitas,4802,7.5f,105,8,11,6,12,0.81,0.08,-35.07
dsi_476742,Lomitas,4802,14f,97,17,7,8,6,1.5,0.18,20.5
dsi_476742,Lomitas,4802,20f,91,9,10,10,9,0.95,0.1,-20.65
dsi_476742,Lomitas,4802,17f,75,14,10,9,11,1.32,0.19,-9.24
dsi_476742,Lomitas,4802,18f,74,10,8,6,10,1.08,0.14,-2.2
dsi_476742,Lomitas,4802,12.5f,70,4,9,7,12,0.51,0.06,-35.55
dsi_476742,Lomitas,4802,15.5f,66,3,9,9,5,0.39,0.05,-57.25
dsi_476742,Lomitas,4802,19.5f,65,9,4,8,8,0.84,0.14,-34.39
dsi_476742,Lomitas,4802,6.5f,63,5,3,6,7,0.89,0.08,-35.2
dsi_476742,Lomitas,4802,17.5f,48,5,5,4,2,0.76,0.1,-8.2
dsi_476742,Lomitas,4802,15f,46,4,4,7,3,0.79,0.09,-13.2
dsi_476742,Lomitas,4802,24f,40,4,4,1,4,0.76,0.1,-17.38
dsi_476742,Lomitas,4802,20.5f,40,3,7,4,3,0.61,0.07,-27.0
dsi_476742,Lomitas,4802,19f,36,5,2,2,2,0.98,0.14,-19.0
dsi_476742,Lomitas,4802,13.5f,34,4,1,3,5,0.99,0.12,-17.4
dsi_476742,Lomitas,4802,21f,32,4,3,1,7,1.11,0.12,1.5
dsi_476742,Lomitas,4802,11.5f,25,3,5,1,4,0.88,0.12,4.5
dsi_476742,Lomitas,4802,18.5f,23,4,5,3,0,1.51,0.17,17.75
dsi_476742,Lomitas,4802,21.5f,23,3,1,3,1,0.83,0.13,-13.52
dsi_476742,Lomitas,4802,5.5f,21,2,1,3,1,1.12,0.1,-9.1
dsi_476742,Lomitas,4802,13f,20,2,5,3,0,0.74,0.1,-5.75
dsi_476742,Lomitas,4802,23.5f,14,0,3,0,1,0.0,0.0,-14.0
dsi_476742,Lomitas,4802,22f,13,3,0,4,3,1.37,0.23,6.22
dsi_476742,Lomitas,4802,23f,12,1,0,4,1,0.5,0.08,-8.5
dsi_476742,Lomitas,4802,24.5f,11,2,0,0,0,2.76,0.18,1.0
dsi_476742,Lomitas,4802,25f,9,0,0,1,0,0.0,0.0,-9.0
dsi_476742,Lomitas,4802,25.5f,9,2,0,1,3,1.84,0.22,4.5
dsi_476742,Lomitas,4802,26f,7,1,0,1,1,0.8,0.14,-2.67
dsi_476742,Lomitas,4802,14.5f,6,1,0,1,0,1.7,0.17,13.0
dsi_476742,Lomitas,4802,22.5f,6,1,0,1,0,2.79,0.17,3.0
dsi_476742,Lomitas,4802,26.5f,5,0,1,1,1,0.0,0.0,-5.0
dsi_476742,Lomitas,4802,4.5f,3,0,0,1,0,0.0,0.0,-3.0
dsi_476742,Lomitas,4802,27f,2,0,0,0,0,0.0,0.0,-2.0
dsi_476742,Lomitas,4802,4f,1,0,0,0,0,0.0,0.0,-1.0
dsi_2125032,Sula Bula,446,16f,81,5,2,6,5,0.81,0.06,-16.5
dsi_2125032,Sula Bula,446,16.5f,38,5,3,1,2,1.43,0.13,-6.77
dsi_2125032,Sula Bula,446,20f,37,3,4,4,3,0.74,0.08,-9.25
dsi_2125032,Sula Bula,446,24f,33,6,0,3,1,1.73,0.18,-2.55
dsi_2125032,Sula Bula,446,17f,27,1,1,1,5,0.46,0.04,-24.0
dsi_2125032,Sula Bula,446,21f,25,2,4,2,1,0.85,0.08,-3.0
dsi_2125032,Sula Bula,446,15.5f,24,1,3,3,0,0.57,0.04,-18.0
dsi_2125032,Sula Bula,446,19.5f,21,3,1,1,1,1.83,0.14,-9.25
dsi_2125032,Sula Bula,446,17.5f,20,0,0,5,1,0.0,0.0,-20.0
dsi_2125032,Sula Bula,446,19f,20,1,3,3,2,0.52,0.05,-5.0
dsi_2125032,Sula Bula,446,21.5f,18,2,1,2,1,0.99,0.11,-7.64
dsi_2125032,Sula Bula,446,20.5f,16,1,2,3,1,0.5,0.06,-3.0
dsi_2125032,Sula Bula,446,8f,11,1,1,1,0,0.45,0.09,-7.0
dsi_2125032,Sula Bula,446,18.5f,9,1,2,1,0,0.65,0.11,-7.6
dsi_2125032,Sula Bula,446,23f,7,0,0,1,0,0.0,0.0,-7.0
dsi_2125032,Sula Bula,446,7f,6,1,0,1,0,3.06,0.17,1.0
dsi_2125032,Sula Bula,446,18f,6,2,1,0,0,1.48,0.33,6.0
dsi_2125032,Sula Bula,446,25.5f,6,0,1,1,2,0.0,0.0,-6.0
dsi_2125032,Sula Bula,446,23.5f,6,0,0,0,2,0.0,0.0,-6.0
dsi_2125032,Sula Bula,446,25f,5,0,1,0,1,0.0,0.0,-5.0
dsi_2125032,Sula Bula,446,22.5f,3,0,0,0,0,0.0,0.0,-3.0
dsi_2125032,Sula Bula,446,26f,3,0,0,1,0,0.0,0.0,-3.0
dsi_2125032,Sula Bula,446,22f,3,0,0,0,0,0.0,0.0,-3.0
dsi_2125032,Sula Bula,446,10f,2,0,0,0,0,0.0,0.0,-2.0
dsi_2125032,Sula Bula,446,12f,2,0,0,0,0,0.0,0.0,-2.0
dsi_2125032,Sula Bula,446,27f,2,0,1,1,0,0.0,0.0,-2.0
dsi_2125032,Sula Bula,446,28.5f,2,0,0,1,0,0.0,0.0,-2.0
dsi_2125032,Sula Bula,446,24.5f,2,0,0,1,0,0.0,0.0,-2.0
dsi_2125032,Sula Bula,446,13.5f,2,0,0,1,0,0.0,0.0,-2.0
dsi_2125032,Sula Bula,446,8.5f,1,0,1,0,0,0.0,0.0,-1.0
dsi_2125032,Sula Bula,446,31f,1,0,0,0,0,0.0,0.0,-1.0
dsi_2125032,Sula Bula,446,29f,1,0,0,0,0,0.0,0.0,-1.0
dsi_2125032,Sula Bula,446,9.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_2125032,Sula Bula,446,27.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_2125032,Sula Bula,446,32.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_2125032,Sula Bula,446,15f,1,0,0,0,0,0.0,0.0,-1.0
dsi_2125032,Sula Bula,446,32f,1,0,0,0,1,0.0,0.0,-1.0
dsi_2125032,Sula Bula,446,11f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4209772,Malinas,254,16f,36,0,6,5,4,0.0,0.0,-36.0
dsi_4209772,Malinas,254,18f,24,3,1,3,4,1.29,0.12,-4.3
dsi_4209772,Malinas,254,19.5f,23,4,2,2,2,0.94,0.17,-7.82
dsi_4209772,Malinas,254,17f,17,3,3,0,2,1.03,0.18,-6.58
dsi_4209772,Malinas,254,17.5f,15,2,2,1,1,1.93,0.13,19.5
dsi_4209772,Malinas,254,16.5f,14,1,1,4,1,0.64,0.07,-12.38
dsi_4209772,Malinas,254,24f,13,3,3,0,0,1.26,0.23,0.08
dsi_4209772,Malinas,254,20.5f,12,1,1,4,1,0.57,0.08,-6.0
dsi_4209772,Malinas,254,20f,12,2,1,2,2,0.82,0.17,-4.7
dsi_4209772,Malinas,254,23f,12,2,0,2,2,1.27,0.17,2.5
dsi_4209772,Malinas,254,23.5f,10,4,1,0,0,1.76,0.4,10.83
dsi_4209772,Malinas,254,21f,10,5,0,2,0,3.99,0.5,34.5
dsi_4209772,Malinas,254,19f,10,2,2,1,1,0.97,0.2,-4.45
dsi_4209772,Malinas,254,24.5f,6,1,2,1,1,0.66,0.17,-3.8
dsi_4209772,Malinas,254,26f,5,2,1,1,0,1.5,0.4,1.75
dsi_4209772,Malinas,254,21.5f,5,0,0,1,1,0.0,0.0,-5.0
dsi_4209772,Malinas,254,15f,5,0,1,1,0,0.0,0.0,-5.0
dsi_4209772,Malinas,254,25.5f,4,1,0,1,0,0.94,0.25,2.5
dsi_4209772,Malinas,254,15.5f,4,1,0,1,1,1.4,0.25,-0.25
dsi_4209772,Malinas,254,18.5f,4,0,1,0,1,0.0,0.0,-4.0
dsi_4209772,Malinas,254,22.5f,3,1,0,0,2,1.71,0.33,12.0
dsi_4209772,Malinas,254,22f,3,0,0,1,0,0.0,0.0,-3.0
dsi_4209772,Malinas,254,26.5f,3,1,1,0,0,2.05,0.33,1.33
dsi_4209772,Malinas,254,28f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4209772,Malinas,254,9f,1,0,0,0,0,0.0,0.0,-1.0
dsi_4209772,Malinas,254,25f,1,1,0,0,0,13.0,1.0,12.0
dsi_4209772,Malinas,254,29.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_621082,Double Trigger,758,5f,97,11,10,18,20,0.91,0.11,-10.5
dsi_621082,Double Trigger,758,16f,97,10,10,2,10,0.89,0.1,-58.8
dsi_621082,Double Trigger,758,6f,53,3,8,8,8,0.66,0.06,-35.0
dsi_621082,Double Trigger,758,20f,49,3,6,3,7,0.56,0.06,-28.0
dsi_621082,Double Trigger,758,8f,43,2,6,4,6,0.41,0.05,-27.25
dsi_621082,Double Trigger,758,24f,40,8,4,2,7,1.7,0.2,19.58
dsi_621082,Double Trigger,758,16.5f,34,2,5,1,5,0.83,0.06,-24.17
dsi_621082,Double Trigger,758,20.5f,33,4,5,5,2,1.12,0.12,-13.3
dsi_621082,Double Trigger,758,17f,28,6,0,1,4,3.57,0.21,29.5
dsi_621082,Double Trigger,758,19.5f,25,6,3,2,2,1.79,0.24,53.0
dsi_621082,Double Trigger,758,7f,22,1,2,3,1,0.61,0.05,-19.5
dsi_621082,Double Trigger,758,21.5f,21,5,4,2,2,1.99,0.24,4.5
dsi_621082,Double Trigger,758,21f,20,0,2,4,2,0.0,0.0,-20.0
dsi_621082,Double Trigger,758,19f,20,5,3,0,0,2.21,0.25,27.8
dsi_621082,Double Trigger,758,26f,16,2,3,1,2,0.77,0.12,-7.0
dsi_621082,Double Trigger,758,12f,15,0,1,2,3,0.0,0.0,-15.0
